datetime,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarenergy,moonphase,conditions,day_of_year_sin,day_of_year_cos
2021-02-26,19.4,77.6,0.099,4.17,rain,34.2,16.6,120.8,1006.9,76.0,7.9,7.2,0.46,Rain,0.8307970168121247,0.5565755266413303
2021-02-27,15.8,82.0,5.937,8.33,rain,32.4,20.5,66.8,1011.5,89.0,8.6,3.5,0.5,Rain,0.8402480696078469,0.5422021592729844
2021-02-28,16.3,94.2,1.272,8.33,rain,11.2,13.0,67.1,1012.2,93.8,3.3,2.7,0.53,Rain,0.8494504794814806,0.527668345562516
2021-03-01,19.7,95.0,0.703,8.33,rain,39.2,13.0,326.8,1014.1,94.8,3.3,6.2,0.57,Rain,0.8584015232918917,0.512978386299228
2021-03-02,12.3,62.7,0.882,12.5,rain,27.4,24.1,42.7,1018.4,97.8,9.8,5.4,0.6,Rain,0.8670985522812081,0.4981366284784055
2021-03-03,14.4,79.4,0.001,4.17,rain,17.6,14.8,58.5,1018.4,92.5,7.1,3.8,0.64,Rain,0.8755389928586302,0.4831474640149687
2021-03-04,15.3,89.5,4.0,8.33,rain,18.4,11.2,48.6,1016.3,93.4,5.9,5.3,0.67,Rain,0.8837203473619977,0.4680153284438345
2021-03-05,18.2,93.8,0.694,4.17,rain,20.2,11.2,68.7,1012.9,96.0,2.7,7.7,0.71,Rain,0.8916401947968874,0.45274469960737107
2021-03-06,20.3,85.8,0.398,8.33,rain,21.2,18.4,50.2,1013.7,78.2,5.6,12.3,0.75,Rain,0.8992961915530253,0.4373400963303323
2021-03-07,17.7,73.7,0.219,4.17,rain,28.1,18.4,93.7,1016.5,77.4,8.7,5.0,0.78,Rain,0.9066860720977985,0.4218060770826634
2021-03-08,20.5,93.2,0.003,4.17,rain,23.8,18.4,130.5,1016.2,94.0,5.2,5.0,0.81,Rain,0.9138076496466615,0.40614723863057883
2021-03-09,21.8,90.7,1.5,37.5,rain,38.2,20.5,130.7,1015.7,91.6,7.1,11.3,0.85,Rain,0.9206588168102428,0.3903682146763026
2021-03-10,20.8,83.5,0.002,4.17,rain,40.3,25.9,125.9,1015.3,83.1,7.7,10.2,0.89,Rain,0.9272375462179537,0.374473674486883
2021-03-11,20.8,83.9,0.792,4.17,rain,32.8,18.4,125.2,1016.7,78.1,8.3,7.8,0.92,Rain,0.9335418911179212,0.35846832151248087
2021-03-12,20.2,79.8,0.4,12.5,rain,25.2,18.4,141.9,1017.1,64.3,7.6,14.3,0.96,Rain,0.9395699859530622,0.342356891994542
2021-03-13,20.7,86.3,0.001,4.17,rain,23.0,13.0,122.5,1016.7,59.5,6.9,11.8,0.0,Rain,0.945320046913132,0.3261441535642696
2021-03-14,19.2,79.6,0.1,4.17,rain,27.7,18.4,132.0,1014.0,31.3,7.3,12.4,0.03,Rain,0.9507903724625832,0.3098349038318025
2021-03-15,19.9,80.1,0.2,8.33,rain,36.7,18.4,133.4,1011.2,75.8,7.8,10.6,0.06,Rain,0.9559793438440766,0.2934339689665273
2021-03-16,22.0,92.3,1.984,8.33,rain,35.6,18.4,130.1,1010.9,90.9,6.0,7.8,0.09,Rain,0.9608854255574977,0.27694620226893646
2021-03-17,22.1,87.3,0.5,20.83,rain,34.9,18.4,129.9,1010.7,89.3,7.4,7.2,0.12,Rain,0.9655071658143364,0.2603764827344581
2021-03-18,22.4,89.4,0.396,8.33,rain,29.5,18.4,128.7,1010.3,90.2,6.7,9.2,0.16,Rain,0.969843196967294,0.24372971360968387
2021-03-19,22.4,87.6,0.198,8.33,rain,34.6,20.5,133.6,1009.0,93.3,7.5,10.0,0.19,Rain,0.9738922359149924,0.22701082094141847
2021-03-20,23.3,94.6,0.598,8.33,rain,30.2,14.8,129.8,1008.5,92.5,5.8,6.9,0.22,Rain,0.9776530844816641,0.2102247521189836
2021-03-21,16.6,77.5,13.905,8.33,rain,49.0,33.5,43.5,1015.2,98.0,8.0,2.9,0.25,Rain,0.981124629771712,0.19337647441020586
2021-03-22,6.5,46.2,0.1,4.17,rain,31.3,18.4,7.5,1023.9,95.1,10.0,5.4,0.29,Rain,0.984305844499033,0.17647097349152166
2021-03-23,7.9,49.2,0.0,0.0,noprecip,20.2,11.2,64.9,1020.5,49.8,9.8,18.6,0.32,Cloudy,0.9871957872910085,0.15951325197263655
2021-03-24,14.3,71.1,0.0,0.0,noprecip,22.7,11.2,120.2,1015.9,92.5,6.9,15.7,0.35,Cloudy,0.9897936029670716,0.14250832791617088
2021-03-25,18.9,92.8,0.002,4.17,rain,19.4,13.0,88.8,1013.9,98.7,3.3,5.6,0.38,Rain,0.992098522791769,0.12546123335273648
2021-03-26,21.7,93.2,0.996,12.5,rain,33.8,18.4,132.3,1011.3,95.4,5.0,6.3,0.42,Rain,0.9941098647022418,0.10837701279187609
2021-03-27,22.5,95.4,0.302,8.33,rain,33.8,18.4,131.1,1009.2,94.4,5.2,8.1,0.45,Rain,0.9958270335100595,0.09126072172931188
2021-03-28,22.8,96.3,0.607,12.5,rain,31.0,13.0,118.7,1008.2,96.5,4.6,6.4,0.48,Rain,0.9972495210773451,0.07411742515094437
2021-03-29,23.7,91.5,0.1,4.17,rain,28.1,14.8,113.4,1004.4,91.8,5.1,18.3,0.5,Rain,0.998376906467142,0.056952196034039754
2021-03-30,24.1,93.8,0.0,0.0,noprecip,24.8,14.8,98.1,1002.1,93.2,4.2,19.2,0.55,Cloudy,0.9992088560679753,0.03977011384605572
2021-03-31,24.4,91.1,0.0,0.0,noprecip,28.4,18.4,99.5,1001.7,91.0,6.1,23.3,0.58,Cloudy,0.9997451236925734,0.022576263041545485
2021-04-01,24.4,89.9,0.0,0.0,noprecip,25.6,16.6,113.2,1003.4,90.0,6.7,21.8,0.62,Cloudy,0.9999855506507186,0.005375731557583884
2021-04-02,24.6,95.3,0.105,8.33,rain,26.6,14.8,116.4,1006.5,95.1,5.2,12.5,0.65,Rain,0.9999300657962057,-0.011826390691832589
2021-04-03,24.3,94.4,0.496,8.33,rain,28.8,16.6,112.6,1009.6,93.6,6.5,5.8,0.69,Rain,0.9995786855478958,-0.029025013321975237
2021-04-04,23.5,88.7,11.1,37.5,rain,28.4,16.6,102.6,1012.1,81.6,6.2,10.9,0.75,Rain,0.9989315138848577,-0.046215046983708354
2021-04-05,21.0,90.1,7.025,8.33,rain,27.7,14.8,65.6,1015.2,82.1,8.3,13.1,0.76,Rain,0.9979887423155984,-0.06339140486951038
2021-04-06,21.7,82.8,0.198,4.17,rain,32.0,22.3,99.9,1014.8,72.7,7.6,9.8,0.79,Rain,0.9967506498213929,-0.08054900421874167
2021-04-07,22.3,82.4,0.1,4.17,rain,30.2,18.4,128.3,1012.9,60.0,8.3,12.6,0.83,Rain,0.9952176027737294,-0.09768276782171598
2021-04-08,23.0,83.6,0.645,4.17,rain,34.9,20.5,121.7,1011.0,75.6,8.1,16.7,0.86,Rain,0.9933900548258936,-0.11478762552212701
2021-04-09,18.5,86.9,10.191,8.33,rain,20.9,22.3,38.1,1014.5,98.1,9.1,4.1,0.9,Rain,0.9912685467787256,-0.13185851571739118
2021-04-10,18.7,95.2,1.45,12.5,rain,16.6,13.0,43.0,1016.2,95.4,4.4,5.8,0.93,Rain,0.9888537064205885,-0.1488903868564548
2021-04-11,22.1,88.0,0.795,8.33,rain,34.9,20.5,123.4,1015.2,83.6,6.2,12.5,0.97,Rain,0.986146248341595,-0.16587819893463143
2021-04-12,22.6,80.8,0.1,4.17,rain,33.1,20.5,133.1,1013.1,87.3,8.5,13.1,0.0,Rain,0.9831469737221499,-0.1828169249850199
2021-04-13,23.7,88.8,0.0,0.0,noprecip,33.5,18.4,124.5,1011.9,93.2,9.0,12.0,0.04,Cloudy,0.9798567700958665,-0.1997015525660636
2021-04-14,23.6,83.5,0.4,12.5,rain,31.7,20.5,114.5,1009.9,83.8,8.9,12.8,0.07,Rain,0.9762766110869321,-0.21652708524481437
2021-04-15,24.5,91.8,3.661,8.33,rain,34.9,18.4,119.0,1009.0,91.2,8.8,12.2,0.1,Rain,0.9724075561219968,-0.23328854407545518
2021-04-16,23.7,83.1,3.7,54.17,rain,29.5,20.5,125.7,1010.4,80.8,8.8,7.4,0.14,Rain,0.9682507501166718,-0.2499809690726521
2021-04-17,21.7,92.5,124.229,12.5,rain,23.0,18.4,44.0,1014.3,88.5,8.4,2.9,0.17,Rain,0.9638074231367307,-0.26659942067929354
2021-04-18,20.3,88.1,0.893,4.17,rain,15.8,11.2,59.1,1012.8,93.5,8.7,8.5,0.2,Rain,0.9590788900341131,-0.28313898122818354
2021-04-19,23.0,84.2,0.198,4.17,rain,28.8,16.6,121.0,1008.1,75.6,7.7,15.0,0.24,Rain,0.9540665500578387,-0.2995947563972602
2021-04-20,24.3,80.8,0.3,12.5,rain,29.2,24.1,130.7,1007.4,69.3,9.5,18.2,0.25,Rain,0.9487718864399473,-0.31596187665790293
2021-04-21,24.6,79.8,1.2,20.83,rain,36.7,24.1,131.9,1008.2,73.3,10.1,16.2,0.3,Rain,0.9431964659565866,-0.33223549871590435
2021-04-22,24.8,81.7,0.7,20.83,rain,33.8,22.3,129.0,1007.7,75.9,10.0,16.6,0.34,Rain,0.9373419384643772,-0.3484108069446808
2021-04-23,25.5,87.7,0.202,4.17,rain,37.1,22.3,125.1,1005.7,89.4,9.8,17.1,0.37,Rain,0.9312100364121947,-0.3644830148102912
2021-04-24,26.1,88.5,0.2,8.33,rain,31.0,20.5,120.3,1005.6,90.6,9.1,17.3,0.4,Rain,0.9248025743285089,-0.38044736628785164
2021-04-25,26.1,95.3,1.516,12.5,rain,31.3,16.6,102.6,1008.2,94.7,7.0,9.3,0.44,Rain,0.9181214482844365,-0.39629913726891813
2021-04-26,22.7,93.6,41.852,16.67,rain,48.2,14.8,76.7,1010.3,84.0,8.2,3.0,0.47,Rain,0.9111686353326631,-0.41203363695942635
2021-04-27,20.8,82.0,0.6,4.17,rain,25.6,11.2,52.3,1013.1,93.0,10.0,5.7,0.5,Rain,0.9039461929224011,-0.42764620926777464
2021-04-28,20.5,84.9,5.937,8.33,rain,37.1,20.5,24.9,1015.0,94.5,9.6,12.6,0.54,Rain,0.8964562582905575,-0.44313223418263453
2021-04-29,17.7,69.7,0.331,8.33,rain,22.7,14.8,337.7,1015.4,77.1,10.0,13.7,0.57,Rain,0.8887010478292915,-0.45848712914008766
2021-04-30,20.2,75.4,0.4,4.17,rain,24.1,20.5,114.6,1011.8,34.5,8.4,22.7,0.6,Rain,0.8806828564301475,-0.47370635037968
2021-05-01,22.6,84.3,0.12,8.33,rain,21.2,14.8,120.0,1011.5,68.9,8.6,14.3,0.64,Rain,0.8724040568049612,-0.48878539428899265
2021-05-02,24.3,83.6,3.983,12.5,rain,30.2,20.5,124.0,1009.7,68.1,7.8,16.8,0.67,Rain,0.8638670987837349,-0.503719798736334
2021-05-03,24.9,79.4,0.8,12.5,rain,33.8,24.1,140.0,1007.2,75.4,9.9,20.8,0.71,Rain,0.8550745085896932,-0.518505144391157
2021-05-04,24.3,76.3,3.7,4.17,rain,26.3,24.1,118.8,1007.3,59.4,10.0,20.9,0.75,Rain,0.8460288880917339,-0.533137056031809
2021-05-05,23.3,91.9,42.507,8.33,rain,30.2,22.3,80.9,1011.4,83.8,9.2,4.6,0.78,Rain,0.8367329140344921,-0.5476112038402312
2021-05-06,22.4,79.1,0.298,4.17,rain,27.0,16.6,141.7,1012.7,59.1,9.1,17.5,0.81,Rain,0.8271893372462497,-0.5619233046832195
2021-05-07,24.1,80.7,0.0,0.0,noprecip,28.1,16.6,131.9,1011.5,53.6,8.3,19.8,0.84,Cloudy,0.8174009818249189,-0.5760691233798758
2021-05-08,25.2,85.6,0.0,0.0,noprecip,24.5,16.6,116.8,1008.6,64.9,8.6,18.6,0.88,Cloudy,0.8073707443023492,-0.5900444739548627
2021-05-09,25.5,82.6,0.3,8.33,rain,28.4,20.5,118.5,1006.5,68.9,9.8,19.5,0.91,Rain,0.7971015927871943,-0.6038452208771035
2021-05-10,25.5,78.6,0.1,4.17,rain,29.5,25.9,123.2,1004.8,50.7,10.4,24.5,0.95,Rain,0.7865965660866021,-0.6174672802835514
2021-05-11,25.0,79.3,24.736,4.17,rain,27.4,27.7,117.0,1004.2,52.8,9.2,25.1,0.98,Rain,0.7758587728069828,-0.6309066211876704
2021-05-12,25.7,81.8,2.37,4.17,rain,30.6,20.5,110.1,1003.9,48.0,9.5,23.6,0.0,Rain,0.7648913904341226,-0.6441592666722685
2021-05-13,25.3,88.5,6.827,8.33,rain,28.8,23.2,95.3,1005.0,81.0,9.4,22.5,0.05,Rain,0.753697664392914,-0.6572212950663319
2021-05-14,24.9,79.2,0.131,4.17,rain,38.5,24.1,132.4,1004.7,41.9,9.4,22.6,0.08,Rain,0.742280907086982,-0.6700888411055113
2021-05-15,26.2,81.2,0.099,4.17,rain,31.7,24.1,131.9,1005.0,66.0,10.4,23.5,0.12,Rain,0.7306444969184916,-0.6827580970759147
2021-05-16,26.0,78.4,0.198,4.17,rain,34.6,22.3,120.9,1005.1,66.7,10.0,23.2,0.15,Rain,0.7187918772884232,-0.6952253139408722
2021-05-17,26.2,81.7,0.79,4.17,rain,34.9,20.5,123.2,1006.4,68.5,9.8,18.6,0.18,Rain,0.7067265555776158,-0.7074868024503348
2021-05-18,26.2,80.6,0.2,8.33,rain,32.8,24.1,128.1,1005.9,80.1,10.0,16.8,0.22,Rain,0.6944521021088763,-0.719538934232584
2021-05-19,26.2,77.8,0.0,0.0,noprecip,34.2,24.1,127.4,1003.4,54.7,10.7,22.9,0.25,Cloudy,0.6819721490904629,-0.7313781428679254
2021-05-20,26.0,76.2,4.1,12.5,rain,33.8,22.3,108.0,1003.4,51.5,10.0,15.2,0.25,Rain,0.6692903895412567,-0.7430009249440493
2021-05-21,27.0,83.8,0.035,8.33,rain,32.0,20.5,109.7,1003.2,65.1,9.6,21.6,0.32,Rain,0.6564105761979381,-0.7544038410927472
2021-05-22,26.6,77.1,0.0,0.0,noprecip,34.2,27.7,116.4,1001.5,35.1,11.3,25.7,0.35,Cloudy,0.6433365204044917,-0.765583517007675
2021-05-23,26.8,79.9,0.396,4.17,rain,33.8,24.1,115.8,1003.8,68.0,10.9,19.3,0.39,Rain,0.6300720909843687,-0.7765366444428655
2021-05-24,23.6,80.9,8.906,4.17,rain,33.1,22.3,356.8,1009.0,88.2,9.7,13.7,0.42,Rain,0.6166212130956382,-0.7872599821916922
2021-05-25,22.6,83.4,10.29,12.5,rain,32.0,16.6,344.2,1009.1,86.1,8.4,9.2,0.46,Rain,0.6029878670694714,-0.7977503570459932
2021-05-26,25.0,81.2,2.971,4.17,rain,29.9,22.3,124.1,1006.8,50.8,9.8,21.0,0.5,Rain,0.5891760872322963,-0.8080046647350754
2021-05-27,25.7,79.1,1.0,12.5,rain,33.8,20.5,123.0,1007.6,44.1,11.0,20.5,0.52,Rain,0.5751899607119775,-0.8180198708443175
2021-05-28,25.4,77.0,1.0,25.0,rain,25.9,18.4,119.0,1007.7,50.7,9.5,20.9,0.56,Rain,0.5610336262283677,-0.8277930117131022
2021-05-29,26.0,75.9,1.385,4.17,rain,25.9,25.9,122.8,1004.9,60.5,9.4,22.0,0.59,Rain,0.5467112728685939,-0.8373211953118121
2021-05-30,25.4,69.8,0.0,0.0,noprecip,24.1,16.6,106.8,1002.2,43.2,11.2,22.5,0.62,Cloudy,0.5322271388474397,-0.8466016020976267
2021-05-31,24.9,63.7,0.0,0.0,noprecip,20.9,16.6,120.2,1000.4,65.5,12.1,22.6,0.66,Cloudy,0.5175855102531889,-0.8556314858488706
2021-06-01,24.5,59.7,0.0,0.0,noprecip,27.0,20.5,165.9,1000.6,66.9,10.7,26.2,0.69,Cloudy,0.5027907197793043,-0.8644081744776648
2021-06-02,26.0,67.2,0.0,0.0,noprecip,24.5,14.8,114.0,1001.4,60.3,9.5,22.0,0.75,Cloudy,0.4878471454423119,-0.8729290708206411
2021-06-03,26.0,65.9,0.8,12.5,rain,24.8,18.4,110.9,1001.6,55.8,10.3,25.9,0.76,Rain,0.47275920928627757,-0.881191653407483
2021-06-04,21.8,71.3,0.297,4.17,rain,49.7,37.1,7.3,1006.5,79.1,10.0,16.5,0.79,Rain,0.4575313760742512,-0.8891934772070711
2021-06-05,20.4,63.4,0.011,4.17,rain,19.1,7.6,48.6,1006.1,73.4,9.4,19.7,0.83,Rain,0.44216815196707204,-0.8969321743510065
2021-06-06,24.2,74.1,9.8,29.17,rain,24.5,11.2,102.4,1003.8,65.9,6.7,20.5,0.86,Rain,0.42667408318992467,-0.9044054548343001
2021-06-07,24.7,80.8,53.956,8.33,rain,28.4,18.4,82.7,1004.6,57.6,8.8,11.7,0.89,Rain,0.4110537546870351,-0.9116111071930239
2021-06-08,24.6,83.3,39.241,16.67,rain,22.7,13.0,11.4,1005.7,71.1,8.6,8.3,0.93,Rain,0.3953117887649151,-0.9185469991587165
2021-06-09,25.1,83.9,36.016,12.5,rain,19.1,16.6,68.8,1004.3,77.5,9.0,10.0,0.96,Rain,0.37945284372454435,-0.925211078289358
2021-06-10,26.2,87.4,0.285,8.33,rain,20.5,9.4,97.2,1002.8,67.9,9.4,13.8,0.0,Rain,0.36348161248290634,-0.9316013725767187
2021-06-11,25.5,80.9,1.989,4.17,rain,24.8,14.8,82.3,1003.4,55.9,9.6,9.1,0.03,Rain,0.3474028211842774,-0.9377159910299093
2021-06-12,25.7,84.3,30.596,16.67,rain,38.2,18.4,327.0,1002.7,77.5,8.9,12.8,0.06,Rain,0.3312212278016865,-0.9435531242349544
2021-06-13,25.3,87.2,56.958,20.83,rain,42.5,24.1,59.8,1002.0,85.9,9.5,14.7,0.1,Rain,0.31494162072895193,-0.9491110448902284
2021-06-14,24.6,76.6,0.0,0.0,noprecip,28.8,22.3,129.5,1001.3,68.0,10.9,22.0,0.13,Cloudy,0.2985688173637202,-0.9543881083175908
2021-06-15,24.0,69.5,0.099,4.17,rain,31.0,14.8,131.0,999.5,53.3,11.5,23.3,0.17,Rain,0.2821076626819194,-0.9593827529490743
2021-06-16,24.5,66.5,0.0,0.0,noprecip,29.9,18.4,127.3,1001.1,69.1,10.5,24.8,0.2,Cloudy,0.26556302780405594,-0.9640935007889755
2021-06-17,24.6,64.3,0.0,0.0,noprecip,28.4,18.4,125.6,1002.9,48.9,11.0,25.6,0.24,Cloudy,0.24893980855376657,-0.9685189578512204
2021-06-18,24.6,62.8,0.0,0.0,noprecip,26.6,16.6,139.9,1003.0,31.1,12.0,26.5,0.25,Cloudy,0.23224292400907015,-0.9726578145718654
2021-06-19,22.9,54.2,0.0,0.0,noprecip,28.4,14.8,219.3,1000.7,23.0,12.3,27.5,0.31,Cloudy,0.21547731504673012,-0.976508846196619
2021-06-20,22.1,48.7,0.0,0.0,noprecip,31.0,14.8,226.1,998.7,34.1,11.9,27.6,0.34,Cloudy,0.19864794288017112,-0.9800709131432666
2021-06-21,24.3,58.5,0.0,0.0,noprecip,24.8,16.6,196.3,999.3,65.1,11.3,26.2,0.38,Cloudy,0.18175978759137534,-0.9833429613388902
2021-06-22,25.0,66.8,2.4,25.0,rain,26.3,18.4,64.1,1002.5,79.5,11.0,17.3,0.41,Rain,0.16481784665719793,-0.9863240225317866
2021-06-23,24.7,75.4,42.588,8.33,rain,23.8,13.0,174.6,1003.6,75.8,10.0,9.9,0.45,Rain,0.14782713347053048,-0.9890132145779883
2021-06-24,25.9,88.2,0.911,4.17,rain,26.6,14.8,70.4,1002.6,72.0,9.8,14.1,0.48,Rain,0.13079267585675922,-0.9914097417023038
2021-06-25,25.1,83.7,0.042,4.17,rain,26.6,25.9,104.6,1002.6,68.6,8.9,14.6,0.5,Rain,0.11371951458594969,-0.9935128947338007
2021-06-26,24.3,77.8,38.59,8.33,rain,34.2,14.8,125.1,1003.5,65.4,10.8,20.7,0.55,Rain,0.0966127018812031,-0.9953220513156602
2021-06-27,23.7,64.6,6.926,4.17,rain,36.0,14.8,174.9,1002.1,76.5,10.8,24.9,0.58,Rain,0.07947729992362097,-0.9968366760893436
2021-06-28,23.1,55.5,1.0,4.17,rain,31.3,11.2,211.7,999.2,90.5,10.7,24.1,0.61,Rain,0.062318379354325076,-0.998056320853012
2021-06-29,23.5,59.9,0.078,4.17,rain,26.6,16.6,130.7,999.5,95.5,10.0,17.8,0.65,Rain,0.04514101777397193,-0.9989806246941579
2021-06-30,24.1,65.1,0.011,4.17,rain,31.7,16.6,142.0,1000.0,92.9,10.0,17.9,0.68,Rain,0.02795029824021032,-0.999609314096404
2021-07-01,22.9,57.1,0.0,0.0,noprecip,31.0,18.4,177.6,1000.6,94.0,10.0,18.6,0.71,Cloudy,0.01075130776352193,-0.9999422030204416
2021-07-02,22.4,53.3,0.0,0.0,noprecip,35.3,22.3,217.2,1001.8,93.4,10.7,24.2,0.75,Cloudy,-0.00645086419810515,-0.9999791929590823
2021-07-03,24.3,62.1,0.0,0.0,noprecip,31.3,13.0,311.9,1001.9,78.5,10.5,23.7,0.78,Cloudy,-0.023651127245231586,-0.9997202729664083
2021-07-04,25.4,67.3,0.1,4.17,rain,24.8,18.4,119.5,1002.6,73.3,10.7,23.6,0.81,Rain,-0.04084439154329611,-0.9991655196610109
2021-07-05,25.7,77.9,3.99,8.33,rain,25.6,20.5,125.1,1004.3,76.0,9.7,17.9,0.84,Rain,-0.05802556932878035,-0.9983150972033183
2021-07-06,24.6,69.7,0.4,8.33,rain,25.9,16.6,119.9,1003.9,53.5,10.3,22.2,0.87,Rain,-0.07518957641475855,-0.9971692572470178
2021-07-07,25.6,80.6,24.019,12.5,rain,30.2,11.2,316.6,1004.4,71.4,9.9,16.2,0.91,Rain,-0.09233133369539122,-0.9957283388645872
2021-07-08,25.6,91.1,54.075,20.83,rain,43.6,20.5,100.2,1006.1,87.4,8.9,11.7,0.94,Rain,-0.10944576864891556,-0.993992768446958
2021-07-09,25.6,82.9,7.01,12.5,rain,34.2,16.6,124.3,1008.3,54.1,9.7,15.7,0.97,Rain,-0.12652781683868314,-0.9919630595773397
2021-07-10,25.1,80.1,11.926,4.17,rain,31.3,14.8,90.5,1008.8,41.4,9.9,20.6,0.0,Rain,-0.1435724234118113,-0.9896398128792412
2021-07-11,23.9,70.7,0.3,8.33,rain,30.6,16.6,143.7,1009.6,42.3,11.2,23.6,0.04,Rain,-0.16057454459499376,-0.9870237158387383
2021-07-12,24.5,71.1,0.0,0.0,noprecip,35.3,20.5,141.1,1008.4,26.3,12.1,26.1,0.08,Cloudy,-0.17752914918703497,-0.984115542601034
2021-07-13,25.3,73.8,0.9,4.17,rain,29.2,20.5,138.0,1006.2,41.2,10.4,24.2,0.11,Rain,-0.19443122004766195,-0.9809161537413774
2021-07-14,25.0,71.3,0.9,16.67,rain,31.7,24.1,131.8,1005.7,42.4,10.4,21.5,0.15,Rain,-0.2112757555821793,-0.9774264960104055
2021-07-15,24.5,69.6,0.0,0.0,noprecip,33.1,20.5,136.1,1007.2,42.0,11.7,22.8,0.18,Cloudy,-0.2280577712215198,-0.9736476020539838
2021-07-16,24.3,68.9,0.2,8.33,rain,25.2,14.8,127.7,1007.5,33.1,12.4,24.2,0.22,Rain,-0.24477230089725957,-0.9695805901076308
2021-07-17,24.7,69.7,0.6,4.17,rain,23.8,22.3,117.3,1003.9,50.5,11.1,24.9,0.25,Rain,-0.2614143985111562,-0.965226663665613
2021-07-18,26.2,90.6,0.767,4.17,rain,23.4,18.4,102.6,1001.7,79.4,9.6,16.3,0.29,Rain,-0.2779791393987801,-0.9605871111248129
2021-07-19,24.5,79.1,14.3,50.0,rain,22.7,16.6,77.1,1001.8,60.1,9.7,16.2,0.33,Rain,-0.2944616217868012,-0.9556633054034704
2021-07-20,25.5,81.8,0.099,4.17,rain,20.5,22.3,304.4,1002.2,71.7,9.7,15.6,0.36,Rain,-0.3108569682435036,-0.9504567035349151
2021-07-21,24.9,80.6,0.074,4.17,rain,21.6,22.3,323.8,1001.4,65.1,9.5,12.7,0.4,Rain,-0.3271603271220951,-0.9449688462364056
2021-07-22,26.3,89.9,32.514,8.33,rain,20.9,13.0,358.7,999.9,56.3,9.0,5.7,0.43,Rain,-0.34336687399638804,-0.939201357453208
2021-07-23,26.3,97.8,50.588,16.67,rain,37.1,18.4,291.1,998.3,86.3,8.0,2.5,0.47,Rain,-0.3594718130884232,-0.9331559438780432
2021-07-24,26.1,81.7,1.979,4.17,rain,40.0,24.1,331.0,998.4,53.1,8.9,19.8,0.5,Rain,-0.3754703786876202,-0.9268343944460494
2021-07-25,25.4,77.6,5.2,25.0,rain,23.8,14.8,326.0,999.8,61.2,9.9,22.6,0.54,Rain,-0.3913578365610259,-0.9202385798054075
2021-07-26,25.0,75.9,0.106,4.17,rain,20.9,14.8,272.3,999.4,61.2,10.0,19.3,0.57,Rain,-0.4071294853542516,-0.9133704517637858
2021-07-27,25.4,72.7,0.198,4.17,rain,25.6,11.2,259.1,997.5,66.5,11.7,23.1,0.6,Rain,-0.4227806579826773,-0.9062320427107697
2021-07-28,25.6,74.8,0.095,4.17,rain,24.5,18.4,7.5,997.4,65.8,11.3,20.4,0.63,Rain,-0.4383067230125192,-0.898825465016444
2021-07-29,26.5,81.9,7.055,8.33,rain,25.6,20.5,76.3,999.0,67.8,9.9,16.8,0.66,Rain,-0.45370308603134424,-0.8911529104063088
2021-07-30,25.8,75.4,0.003,4.17,rain,21.6,11.2,131.1,999.6,64.2,8.8,20.2,0.7,Rain,-0.46896519100763184,-0.8832166493127127
2021-07-31,26.8,76.0,0.0,0.0,noprecip,22.3,14.8,60.3,998.3,63.3,9.8,21.7,0.75,Cloudy,-0.48408852163897587,-0.8750190302029955
2021-08-01,26.1,90.0,16.111,8.33,rain,27.0,13.5,301.7,999.2,90.3,9.6,4.5,0.76,Rain,-0.4990686026885319,-0.8665624788845385
2021-08-02,26.1,77.7,0.0,0.0,noprecip,29.5,14.4,275.2,998.5,52.4,9.7,22.2,0.79,Cloudy,-0.5139010013093103,-0.8578494977869301
2021-08-03,25.0,70.6,0.0,0.0,noprecip,23.8,13.0,297.2,999.4,63.1,9.8,24.7,0.83,Cloudy,-0.5285813283559292,-0.8488826652214553
2021-08-04,26.3,71.0,0.0,0.0,noprecip,23.8,13.0,294.2,999.5,51.8,11.2,25.9,0.86,Cloudy,-0.5431052396834317,-0.8396646346181327
2021-08-05,26.6,71.4,0.0,0.0,noprecip,27.4,16.6,306.6,998.1,50.7,9.2,25.0,0.89,Cloudy,-0.5574684374327892,-0.8301981337405212
2021-08-06,25.3,64.2,0.0,0.0,noprecip,29.2,20.5,264.1,998.7,60.0,9.0,21.9,0.92,Cloudy,-0.5716666713027052,-0.8204859638785327
2021-08-07,24.9,61.8,0.0,0.0,noprecip,26.3,14.8,240.4,999.9,68.7,10.7,22.3,0.96,Cloudy,-0.5856957398073508,-0.8105309990194823
2021-08-08,27.9,86.0,6.2,8.33,rain,22.7,14.8,70.7,1001.3,68.8,10.2,21.6,0.0,Rain,-0.5995514915196489,-0.8003361849976323
2021-08-09,27.6,86.6,9.1,12.5,rain,35.6,13.0,78.8,1001.7,76.5,8.6,13.8,0.02,Rain,-0.6132298262997502,-0.7899045386224707
2021-08-10,25.9,92.0,22.943,16.67,rain,31.0,24.1,132.9,1002.3,86.6,9.3,10.0,0.06,Rain,-0.6267266965083301,-0.7792391467859886
2021-08-11,26.0,93.1,24.801,12.5,rain,25.6,20.5,109.7,1004.8,78.4,8.2,10.7,0.09,Rain,-0.6400381082043503,-0.7683431655492202
2021-08-12,25.8,91.8,49.472,8.33,rain,29.5,16.6,75.6,1006.0,77.9,8.4,17.8,0.13,Rain,-0.65316012232693,-0.7572198192083127
