datetime,conditions,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
2020-01-04,Rain,-4.726502480926684,2.3232120888258594,-1.4796672807258302,0.049447199274041946,0.3974841518813991,-2.490163845251646,-0.8654118472542344,0.41042054793753774,0.06783366212056802,0.4462261483026764,0.6378663387624289,-1.1270712255139053,0.018371975035604865,-0.12673940574819756,-0.22076040819137793,0.014406968864897729,-0.5206399319987667,-0.6769828893848014,-0.34830451062589046,0.5572308801363628,-0.5625049324940569,0.12635526078239168,-0.07243205970114264,1.2972460280886442,1.4253963653770814,-0.9554666571048696,-0.7281196678417872,0.6862970141219105,1.1733733262040564,0.3939251774917595
2020-01-05,Rain,-4.238913321230089,2.322019491682412,-0.290982927490839,0.04017264004806578,0.12189094435927955,-1.2583873972589532,-0.08090210152509741,-0.19554962719999106,1.197530948516611,0.40650409207995475,0.6915281450968664,-0.9292844581256358,0.4495863603766586,-0.9220238356250556,0.12035490834890192,-0.18215243456417618,-0.16455930108862957,0.7060671460392556,0.6829795373924487,1.504904762407683,0.027236933872800316,0.08060576582074094,0.4883895723759023,1.4099394900487543,-1.1866258253686406,-0.7927288118232853,0.5045575548798661,0.5025618557787959,0.7461808727118048,-0.8270999835109212
2020-01-06,Rain,-3.5316050266467713,2.079756785925366,0.33978222573680333,0.5850345767724251,0.41340536539223216,-1.0657167592808883,1.1651378289498449,0.8164512070217576,1.0232734897400817,1.5327847572139568,-0.346126343444445,-0.6163093163784519,0.9881623369686633,-1.2924079326875768,0.15026966925027255,-0.13692904584726937,-1.026181949754175,0.9464768945015004,0.6348663098663457,1.2330965466700432,0.8123972065404431,0.1969518555415197,-0.3939890349764864,-1.5288272873760118,0.3716615044289971,-0.5069666765475203,0.04625638876931635,0.22434734671806722,-0.7054797055670535,0.755639112296247
2020-01-07,Rain,-3.733902322433186,2.126215794934585,-0.16610173331448674,0.06158038249286338,0.4449080404400507,-0.6223574393934808,0.3553937821098143,-0.5249262272203079,1.7917372056714642,-0.9735401734051372,0.45693717728334715,-0.061566308910886915,-0.11518886508840406,-0.03416758318605599,1.500350602535857,-0.7073811985773568,0.22268438862905265,-0.31576213728745534,-1.1973200751989594,1.8990761328578796,0.49747427315938647,0.6912166958400361,-0.09512635999340231,0.6660792041091771,0.47566878341748425,-0.03346483530579771,-0.7942354298105883,0.2791551422333062,-0.3212729540240663,0.3234100381548563
2020-01-08,Rain,-3.1095369543624174,1.8907478031481826,-0.22158368532908068,0.18628877966712445,0.3000882662855147,-0.7426008976855413,0.7493546985789743,0.006814915492639182,1.8614101148537077,1.073167805190078,-0.47917037957218545,-1.0540508232561123,1.8982012078328907,-1.3361256095673888,-0.7301227683121183,0.6818080003118265,-1.5463459346894728,-0.8958132987638127,-0.7529830410499277,-0.0668958405924725,-0.15607302073219304,0.5021226015730379,0.3787907230983908,-0.5491638552081889,-1.0710734544701448,0.9195926608481877,1.2144342055482757,1.2994967064704401,-0.09787911574768532,-0.28528514857582093
2020-01-09,Rain,-2.531234630323425,1.3377677145927018,0.16037429372604814,0.67289049215602,0.24354913913916432,-1.1673295581398233,0.3070743050271559,0.500627507966404,0.8631038762923992,1.4124063020061042,-0.6606305469930981,-0.18774734133827384,0.38526448955172005,0.3458322117053515,2.4307360440449424,-1.7637399579372195,0.018096986116005388,-0.8211596338692077,-0.03138785841287047,0.8144330302606846,0.3347742465099684,0.18341500156548854,-0.5130721774406573,0.0984633838945746,1.2780370353442558,0.029017230573162335,-1.3491025287845524,-0.10596682456365866,0.7518786712525583,-0.10947848512050978
2020-01-10,Cloudy,-2.2515385929613827,0.776404803682843,0.2291877211905298,1.0532019716356333,0.5977698666331989,-2.058702301450249,-0.7489069622795389,-0.4991014536743227,0.940389064073779,0.02571470869100093,0.7103994879561661,-0.4629665659218671,1.0203227631363823,-1.2749307832174317,-0.31652669403500056,0.9089073729099756,-0.19675757378043887,0.8890155180939899,0.42234063212560724,0.6063961991336487,0.12105773872767941,0.0062839894765623905,0.702071104828816,1.4349253628482894,-0.7048157652471336,0.07072499897585872,0.09741553841183027,0.4753478545157121,-0.08297344740486827,-1.341430400219607
2020-01-11,Rain,-2.0161928826398805,0.7852903984992321,1.2457335352688916,-0.8604316935671124,1.1552124174619236,-1.520921647847329,1.4860607912391535,2.7314554620346585,1.2165553793844877,1.2281330174111298,-0.7265427068497485,-0.4489348461918318,1.800773784261189,-1.2108769951460385,0.19020322572248907,0.11863139421381873,-0.4545260660656516,0.1455830855569762,-0.140525077674119,0.7622316749640761,0.8310187506126179,-0.23431009186248905,-0.527315203574851,-2.3136103916121478,-0.9966907688513947,-0.7118688815837891,-0.2954287660707282,-0.2772561814315282,0.01294170970666041,-0.00531256139676804
2020-01-12,Rain,-3.7988048593208696,0.8458144485478429,2.8288778441189186,-2.836959967679412,0.754637449255156,-2.220508546592478,-0.714179777814879,0.221418664934314,0.7219048355727693,-0.2804143076962704,0.03823647999928225,0.3609621696632867,-0.2291547591635036,1.4184861339730206,1.4339591322268734,-0.721259223455362,-0.3631714321865293,-0.1135977749974753,-1.4806139337900581,0.6093850482937736,-0.03121176423968559,0.054880002779718134,0.01863613219025556,1.0361782779291575,1.9622449986704307,-0.672850359233693,-0.5900377585565731,0.15490091072266904,-0.83081843202768,0.9372112279375356
2020-01-13,Rain,-5.740349847519356,1.3048218332575177,2.832321343987574,-2.3589784097945157,-1.2482289961159931,1.5975227542449941,-1.0715701116973526,-1.9603263122593357,2.4899467793150367,-1.0491291883068874,0.22766507896187022,-0.4220291901976003,1.448370667692959,0.17794903297376105,-0.41794134809059125,0.5919566807986418,0.5572395801175859,0.5782089553267595,0.6799781289417489,0.7823531905380869,0.006163069450979959,0.5674797397854884,0.902666508896258,1.772980872217143,-1.5303301028284937,0.15394975672947717,0.48819547253559936,0.25266378697473807,-0.5064754204863552,-0.6555553406071468
2020-01-14,Rain,-7.079338367558354,1.6863282334096725,0.18091732040413772,0.1182571442478873,-1.5754625971432872,4.301063470642147,1.6594552122138542,0.3870273471116426,1.1869104211206172,0.021706365771189458,0.3248046703091785,-0.3530337810279652,1.759330510369194,-1.5380278764924669,1.9793062933306769,-1.1467144429177614,-0.5212628755401005,0.018794482027687836,2.1251390232472165,-0.12393015036531149,1.1810689935754428,0.06021908504726594,0.37444469642268813,-1.7246902954125558,0.7192268283439152,-0.4991000952691783,-0.6993158838247202,-0.19793002458326495,0.1147453780842714,-0.34233055957351843
2020-01-15,Rain,-6.667400124194288,1.7809651616468445,-2.586097890200493,1.2061702151334477,1.380515817672371,-0.2275538889561986,2.234760370989375,1.6936616821706183,-2.712039928063145,3.0148101059215806,-0.34790359112914016,0.1483456686631052,0.8533603459403694,-0.9602722618405065,-0.054050344009551124,0.2442814823857967,-0.7276184073824665,0.11260277035954962,-0.5112018930071299,-0.15146612083766242,0.5611579698147343,-0.4180127335442838,-1.1627980741984307,-0.20213780099967513,-0.7759442006535303,-0.27858232793411314,-0.1221815373996579,0.504743392513403,-1.7825370038988677,0.006014069949840825
2020-01-16,Rain,-5.042113166123562,2.6344081619638606,-1.2024031894200784,0.6793895076366617,2.4276808908537935,-4.563012272897244,0.8513143197843422,0.8111646082931355,-0.44634184620025963,0.9349782409258827,1.2587589624740942,0.4801223287203182,-0.09500711187638478,1.2026212708244106,0.09441551313955875,0.31404877074690146,1.000726420622409,-1.0362607927608707,-2.225364866600075,1.2825707676792908,-0.010817790218294725,0.5662532740251092,0.5508775941358637,-1.2852549834512919,-0.3451904841449387,-0.276211874687949,-0.4244137601839481,-0.208091169828979,0.15983297300215224,-0.6218570657334661
