datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,conditions
2021-06-12,35.0,25.7,28.8,40.6,25.7,34.2,25.7,84.3,30.596,16.67,rain,38.2,18.4,327.0,1002.7,77.5,8.9,147.9,12.8,0.06,"Rain, Partially cloudy"
2021-06-13,31.0,26.0,27.7,37.9,26.0,31.8,25.3,87.2,56.958,20.83,rain,42.5,24.1,59.8,1002.0,85.9,9.5,169.0,14.7,0.1,"Rain, Partially cloudy"
2021-06-14,34.1,26.0,29.7,40.6,26.0,33.9,24.6,76.6,0.0,0.0,noprecip,28.8,22.3,129.5,1001.3,68.0,10.9,253.4,22.0,0.13,Partially cloudy
2021-06-15,35.0,27.0,30.8,41.3,30.8,35.8,24.0,69.5,0.099,4.17,rain,31.0,14.8,131.0,999.5,53.3,11.5,266.4,23.3,0.17,"Rain, Partially cloudy"
2021-06-16,37.0,28.0,32.3,43.9,34.5,38.7,24.5,66.5,0.0,0.0,noprecip,29.9,18.4,127.3,1001.1,69.1,10.5,286.0,24.8,0.2,Partially cloudy
2021-06-17,37.1,28.0,32.9,44.1,34.5,39.8,24.6,64.3,0.0,0.0,noprecip,28.4,18.4,125.6,1002.9,48.9,11.0,296.6,25.6,0.24,Partially cloudy
2021-06-18,38.0,29.0,33.5,44.1,36.8,40.8,24.6,62.8,0.0,0.0,noprecip,26.6,16.6,139.9,1003.0,31.1,12.0,307.0,26.5,0.25,Partially cloudy
2021-06-19,39.4,29.0,34.5,45.5,36.1,40.0,22.9,54.2,0.0,0.0,noprecip,28.4,14.8,219.3,1000.7,23.0,12.3,316.3,27.5,0.31,Partially cloudy
2021-06-20,40.0,30.0,35.2,45.2,34.6,40.1,22.1,48.7,0.0,0.0,noprecip,31.0,14.8,226.1,998.7,34.1,11.9,318.1,27.6,0.34,Partially cloudy
2021-06-21,38.8,30.0,34.3,44.9,38.8,41.5,24.3,58.5,0.0,0.0,noprecip,24.8,16.6,196.3,999.3,65.1,11.3,302.4,26.2,0.38,Partially cloudy
2021-06-22,37.0,26.1,32.3,46.8,26.1,39.5,25.0,66.8,2.4,25.0,rain,26.3,18.4,64.1,1002.5,79.5,11.0,201.2,17.3,0.41,"Rain, Partially cloudy"
2021-06-23,34.0,26.0,29.8,40.6,26.0,34.7,24.7,75.4,42.588,8.33,rain,23.8,13.0,174.6,1003.6,75.8,10.0,116.2,9.9,0.45,"Rain, Partially cloudy"
2021-06-24,33.0,26.0,28.2,44.1,26.0,33.1,25.9,88.2,0.911,4.17,rain,26.6,14.8,70.4,1002.6,72.0,9.8,164.0,14.1,0.48,"Rain, Partially cloudy"
2021-06-25,32.0,25.0,28.3,40.3,25.0,32.2,25.1,83.7,0.042,4.17,rain,26.6,25.9,104.6,1002.6,68.6,8.9,168.0,14.6,0.5,"Rain, Partially cloudy"
2021-06-26,35.0,25.0,28.9,42.3,25.0,32.6,24.3,77.8,38.59,8.33,rain,34.2,14.8,125.1,1003.5,65.4,10.8,241.5,20.7,0.55,"Rain, Partially cloudy"
2021-06-27,37.0,26.0,32.0,43.6,26.0,36.8,23.7,64.6,6.926,4.17,rain,36.0,14.8,174.9,1002.1,76.5,10.8,286.8,24.9,0.58,"Rain, Partially cloudy"
2021-06-28,37.5,29.0,33.6,44.5,34.5,39.0,23.1,55.5,1.0,4.17,rain,31.3,11.2,211.7,999.2,90.5,10.7,279.2,24.1,0.61,"Rain, Overcast"
2021-06-29,35.5,30.0,32.5,43.5,33.7,38.1,23.5,59.9,0.078,4.17,rain,26.6,16.6,130.7,999.5,95.5,10.0,205.9,17.8,0.65,"Rain, Overcast"
2021-06-30,36.0,28.0,32.0,42.4,32.7,37.8,24.1,65.1,0.011,4.17,rain,31.7,16.6,142.0,1000.0,92.9,10.0,209.1,17.9,0.68,"Rain, Overcast"
2021-07-01,36.0,30.2,32.8,41.6,34.6,37.8,22.9,57.1,0.0,0.0,noprecip,31.0,18.4,177.6,1000.6,94.0,10.0,216.1,18.6,0.71,Overcast
2021-07-02,38.0,30.0,33.6,43.6,33.3,38.4,22.4,53.3,0.0,0.0,noprecip,35.3,22.3,217.2,1001.8,93.4,10.7,280.4,24.2,0.75,Overcast
2021-07-03,37.0,30.0,32.9,44.2,36.8,39.5,24.3,62.1,0.0,0.0,noprecip,31.3,13.0,311.9,1001.9,78.5,10.5,273.6,23.7,0.78,Partially cloudy
2021-07-04,37.0,29.0,32.7,45.3,36.5,40.7,25.4,67.3,0.1,4.17,rain,24.8,18.4,119.5,1002.6,73.3,10.7,272.6,23.6,0.81,"Rain, Partially cloudy"
2021-07-05,33.0,26.0,30.2,42.4,26.0,37.4,25.7,77.9,3.99,8.33,rain,25.6,20.5,125.1,1004.3,76.0,9.7,207.7,17.9,0.84,"Rain, Partially cloudy"
2021-07-06,35.0,27.7,31.3,42.3,32.9,37.4,24.6,69.7,0.4,8.33,rain,25.9,16.6,119.9,1003.9,53.5,10.3,256.2,22.2,0.87,"Rain, Partially cloudy"
2021-07-07,34.0,27.0,29.6,40.6,31.2,35.9,25.6,80.6,24.019,12.5,rain,30.2,11.2,316.6,1004.4,71.4,9.9,187.9,16.2,0.91,"Rain, Partially cloudy"
2021-07-08,29.4,24.7,27.2,35.7,24.7,30.9,25.6,91.1,54.075,20.83,rain,43.6,20.5,100.2,1006.1,87.4,8.9,136.0,11.7,0.94,"Rain, Partially cloudy"
2021-07-09,33.0,26.0,29.0,42.3,26.0,34.3,25.6,82.9,7.01,12.5,rain,34.2,16.6,124.3,1008.3,54.1,9.7,181.9,15.7,0.97,"Rain, Partially cloudy"
2021-07-10,32.6,26.0,29.1,39.8,26.0,34.3,25.1,80.1,11.926,4.17,rain,31.3,14.8,90.5,1008.8,41.4,9.9,240.6,20.6,0.0,"Rain, Partially cloudy"
2021-07-11,35.0,26.0,30.4,39.8,26.0,34.6,23.9,70.7,0.3,8.33,rain,30.6,16.6,143.7,1009.6,42.3,11.2,272.6,23.6,0.04,"Rain, Partially cloudy"
2021-07-12,35.0,27.0,30.8,41.7,31.2,36.3,24.5,71.1,0.0,0.0,noprecip,35.3,20.5,141.1,1008.4,26.3,12.1,301.6,26.1,0.08,Partially cloudy
2021-07-13,35.0,27.8,30.9,42.2,33.6,37.5,25.3,73.8,0.9,4.17,rain,29.2,20.5,138.0,1006.2,41.2,10.4,279.6,24.2,0.11,"Rain, Partially cloudy"
2021-07-14,35.0,28.0,31.3,41.8,34.1,37.7,25.0,71.3,0.9,16.67,rain,31.7,24.1,131.8,1005.7,42.4,10.4,251.7,21.5,0.15,"Rain, Partially cloudy"
2021-07-15,35.0,27.0,31.2,40.3,31.8,37.1,24.5,69.6,0.0,0.0,noprecip,33.1,20.5,136.1,1007.2,42.0,11.7,264.8,22.8,0.18,Partially cloudy
2021-07-16,36.0,27.0,31.3,43.0,31.2,37.0,24.3,68.9,0.2,8.33,rain,25.2,14.8,127.7,1007.5,33.1,12.4,279.1,24.2,0.22,"Rain, Partially cloudy"
2021-07-17,35.7,27.0,31.3,43.4,31.2,37.3,24.7,69.7,0.6,4.17,rain,23.8,22.3,117.3,1003.9,50.5,11.1,288.5,24.9,0.25,"Rain, Partially cloudy"
2021-07-18,31.6,25.0,27.9,42.4,25.0,33.2,26.2,90.6,0.767,4.17,rain,23.4,18.4,102.6,1001.7,79.4,9.6,189.6,16.3,0.29,"Rain, Partially cloudy"
2021-07-19,34.5,25.0,28.8,40.6,25.0,32.9,24.5,79.1,14.3,50.0,rain,22.7,16.6,77.1,1001.8,60.1,9.7,187.7,16.2,0.33,"Rain, Partially cloudy"
2021-07-20,35.0,26.0,29.3,42.5,26.0,34.7,25.5,81.8,0.099,4.17,rain,20.5,22.3,304.4,1002.2,71.7,9.7,179.4,15.6,0.36,"Rain, Partially cloudy"
2021-07-21,35.3,26.0,29.1,41.3,26.0,33.1,24.9,80.6,0.074,4.17,rain,21.6,22.3,323.8,1001.4,65.1,9.5,147.4,12.7,0.4,"Rain, Partially cloudy"
2021-07-22,32.3,26.0,28.2,41.5,26.0,33.4,26.3,89.9,32.514,8.33,rain,20.9,13.0,358.7,999.9,56.3,9.0,66.3,5.7,0.43,"Rain, Partially cloudy"
2021-07-23,27.0,26.0,26.7,31.8,26.0,29.4,26.3,97.8,50.588,16.67,rain,37.1,18.4,291.1,998.3,86.3,8.0,30.5,2.5,0.47,"Rain, Partially cloudy"
2021-07-24,36.0,26.7,30.0,43.2,30.3,36.7,26.1,81.7,1.979,4.17,rain,40.0,24.1,331.0,998.4,53.1,8.9,228.2,19.8,0.5,"Rain, Partially cloudy"
2021-07-25,35.0,27.0,30.1,47.3,31.2,36.6,25.4,77.6,5.2,25.0,rain,23.8,14.8,326.0,999.8,61.2,9.9,262.7,22.6,0.54,"Rain, Partially cloudy"
2021-07-26,35.1,26.0,30.2,42.2,26.0,35.7,25.0,75.9,0.106,4.17,rain,20.9,14.8,272.3,999.4,61.2,10.0,225.6,19.3,0.57,"Rain, Partially cloudy"
2021-07-27,36.5,27.0,31.5,45.8,31.8,38.5,25.4,72.7,0.198,4.17,rain,25.6,11.2,259.1,997.5,66.5,11.7,268.5,23.1,0.6,"Rain, Partially cloudy"
2021-07-28,36.5,27.9,31.0,46.0,32.5,38.2,25.6,74.8,0.095,4.17,rain,24.5,18.4,7.5,997.4,65.8,11.3,235.9,20.4,0.63,"Rain, Partially cloudy"
2021-07-29,35.0,28.0,30.2,47.3,33.6,38.0,26.5,81.9,7.055,8.33,rain,25.6,20.5,76.3,999.0,67.8,9.9,194.2,16.8,0.66,"Rain, Partially cloudy"
2021-07-30,36.2,27.3,31.2,45.8,32.4,38.5,25.8,75.4,0.003,4.17,rain,21.6,11.2,131.1,999.6,64.2,8.8,234.2,20.2,0.7,"Rain, Partially cloudy"
2021-07-31,37.0,28.0,31.9,47.3,34.5,41.6,26.8,76.0,0.0,0.0,noprecip,22.3,14.8,60.3,998.3,63.3,9.8,253.2,21.7,0.75,Partially cloudy
2021-08-01,31.0,25.0,28.0,44.3,25.0,32.9,26.1,90.0,16.111,8.33,rain,27.0,13.5,301.7,999.2,90.3,9.6,52.6,4.5,0.76,"Rain, Overcast"
2021-08-02,36.4,27.0,30.9,43.3,31.8,38.3,26.1,77.7,0.0,0.0,noprecip,29.5,14.4,275.2,998.5,52.4,9.7,256.9,22.2,0.79,Partially cloudy
2021-08-03,36.8,27.0,31.5,44.3,30.1,38.1,25.0,70.6,0.0,0.0,noprecip,23.8,13.0,297.2,999.4,63.1,9.8,285.7,24.7,0.83,Partially cloudy
2021-08-04,37.7,28.0,32.8,46.9,35.6,41.9,26.3,71.0,0.0,0.0,noprecip,23.8,13.0,294.2,999.5,51.8,11.2,299.4,25.9,0.86,Partially cloudy
2021-08-05,36.9,29.0,33.0,47.9,38.2,43.1,26.6,71.4,0.0,0.0,noprecip,27.4,16.6,306.6,998.1,50.7,9.2,291.5,25.0,0.89,Partially cloudy
2021-08-06,38.3,29.0,33.9,46.2,39.5,42.4,25.3,64.2,0.0,0.0,noprecip,29.2,20.5,264.1,998.7,60.0,9.0,253.9,21.9,0.92,Partially cloudy
2021-08-07,38.8,30.0,34.2,47.3,36.5,42.3,24.9,61.8,0.0,0.0,noprecip,26.3,14.8,240.4,999.9,68.7,10.7,259.1,22.3,0.96,Partially cloudy
2021-08-08,34.6,27.0,30.6,52.0,30.6,41.4,27.9,86.0,6.2,8.33,rain,22.7,14.8,70.7,1001.3,68.8,10.2,250.8,21.6,0.0,"Rain, Partially cloudy"
2021-08-09,32.5,27.0,30.1,46.5,30.6,40.0,27.6,86.6,9.1,12.5,rain,35.6,13.0,78.8,1001.7,76.5,8.6,160.5,13.8,0.02,"Rain, Partially cloudy"
2021-08-10,30.1,25.0,27.4,40.4,25.0,31.8,25.9,92.0,22.943,16.67,rain,31.0,24.1,132.9,1002.3,86.6,9.3,116.2,10.0,0.06,"Rain, Partially cloudy"
2021-08-11,33.3,24.8,27.3,45.8,24.8,31.1,26.0,93.1,24.801,12.5,rain,25.6,20.5,109.7,1004.8,78.4,8.2,125.0,10.7,0.09,"Rain, Partially cloudy"
2021-08-12,32.4,24.0,27.3,44.3,24.0,30.9,25.8,91.8,49.472,8.33,rain,29.5,16.6,75.6,1006.0,77.9,8.4,206.9,17.8,0.13,"Rain, Partially cloudy"
2021-08-13,35.0,25.7,29.8,45.8,25.7,35.6,25.9,81.1,0.989,4.17,rain,36.0,14.8,114.0,1002.1,80.7,9.8,214.4,18.5,0.17,"Rain, Partially cloudy"
2021-08-14,35.0,24.0,30.0,45.8,24.0,36.7,25.8,80.6,0.002,8.33,rain,29.2,16.6,132.2,1000.9,70.5,9.0,185.5,16.0,0.2,"Rain, Partially cloudy"
2021-08-15,31.7,26.0,28.3,42.4,26.0,34.4,26.9,92.5,0.099,4.17,rain,27.4,14.8,88.1,1005.3,78.4,9.7,195.1,16.8,0.25,"Rain, Partially cloudy"
2021-08-16,34.0,27.0,30.2,44.3,31.8,37.6,26.3,81.2,3.6,37.5,rain,24.1,16.6,108.4,1008.7,49.5,10.8,222.0,19.2,0.27,"Rain, Partially cloudy"
2021-08-17,35.9,25.0,30.4,42.7,25.0,36.0,25.0,75.6,0.2,8.33,rain,42.5,24.1,240.8,1008.4,49.8,9.7,243.8,21.0,0.31,"Rain, Partially cloudy"
2021-08-18,35.5,24.0,29.2,44.1,24.0,33.6,25.0,80.4,0.395,4.17,rain,29.5,24.1,130.5,1006.3,66.2,10.8,261.4,22.6,0.35,"Rain, Partially cloudy"
2021-08-19,34.4,25.0,29.6,42.4,25.0,34.4,25.1,78.7,24.736,4.17,rain,27.7,16.6,115.2,1006.2,62.2,11.4,130.1,11.2,0.38,"Rain, Partially cloudy"
2021-08-20,34.1,27.0,30.5,43.8,31.8,38.5,26.4,80.3,0.032,4.17,rain,25.9,16.6,132.8,1007.5,42.5,11.5,224.9,19.4,0.42,"Rain, Partially cloudy"
2021-08-21,36.0,28.0,31.3,45.8,35.6,40.0,26.6,78.3,0.0,0.0,noprecip,28.4,20.5,135.6,1006.4,51.9,10.0,262.4,22.5,0.45,Partially cloudy
2021-08-22,35.3,28.0,31.1,47.9,35.6,42.3,28.1,84.7,0.0,0.0,noprecip,31.0,22.3,120.4,1004.2,49.3,9.9,267.0,23.2,0.5,Partially cloudy
2021-08-23,31.0,27.0,28.9,42.2,30.6,37.1,27.2,90.6,3.2,20.83,rain,28.8,18.4,102.8,1003.2,75.4,10.4,260.2,22.5,0.52,"Rain, Partially cloudy"
2021-08-24,34.5,27.0,30.4,49.5,31.8,39.9,27.5,85.2,5.7,33.33,rain,25.6,20.5,106.0,1003.6,69.8,10.7,205.4,17.5,0.55,"Rain, Partially cloudy"
2021-08-25,33.5,27.0,29.9,43.8,31.3,38.3,27.0,85.6,8.905,8.33,rain,26.3,22.3,114.6,1005.3,48.1,9.5,205.0,17.8,0.59,"Rain, Partially cloudy"
2021-08-26,32.1,24.8,28.8,40.6,24.8,35.1,26.3,86.9,32.879,8.33,rain,26.3,16.6,92.9,1008.1,61.2,9.8,171.5,14.9,0.62,"Rain, Partially cloudy"
2021-08-27,31.1,24.0,27.8,38.8,24.0,32.3,25.8,89.7,76.303,12.5,rain,22.7,13.0,21.2,1009.5,72.3,11.0,139.2,11.9,0.65,"Rain, Partially cloudy"
2021-08-28,32.2,24.0,27.7,39.1,24.0,31.4,25.1,86.9,16.578,8.33,rain,22.7,22.3,114.8,1009.5,67.5,9.9,135.7,11.7,0.68,"Rain, Partially cloudy"
2021-08-29,33.0,25.0,28.4,39.1,25.0,31.3,24.1,79.5,0.002,4.17,rain,23.0,18.4,93.9,1009.7,46.6,9.8,246.4,21.1,0.72,"Rain, Partially cloudy"
2021-08-30,33.0,26.0,28.8,38.9,26.0,32.5,24.7,80.5,1.1,29.17,rain,22.3,16.6,106.7,1009.9,61.1,9.7,213.9,18.5,0.75,"Rain, Partially cloudy"
2021-08-31,34.0,26.0,29.5,40.6,26.0,34.7,25.3,80.4,9.894,4.17,rain,21.6,16.6,111.5,1009.7,49.7,10.1,216.6,18.8,0.78,"Rain, Partially cloudy"
2021-09-01,34.0,26.3,29.8,40.6,26.3,35.3,25.1,77.9,18.799,4.17,rain,18.7,14.8,76.5,1008.5,34.8,10.2,232.9,20.1,0.81,"Rain, Partially cloudy"
2021-09-02,32.0,26.0,28.6,40.6,26.0,33.5,25.8,85.5,0.669,4.17,rain,23.0,13.0,117.5,1007.5,65.3,9.8,127.4,11.2,0.84,"Rain, Partially cloudy"
2021-09-03,33.0,26.0,29.7,40.6,26.0,35.5,25.5,80.1,1.979,4.17,rain,23.0,18.4,99.7,1005.4,53.2,9.2,218.8,18.9,0.88,"Rain, Partially cloudy"
2021-09-04,33.6,27.0,29.9,42.4,31.2,36.2,25.7,79.7,9.203,8.33,rain,24.8,18.4,106.4,1005.4,51.6,9.8,174.6,15.2,0.91,"Rain, Partially cloudy"
2021-09-05,32.0,23.5,28.3,40.6,23.5,33.4,25.6,86.3,37.934,8.33,rain,23.8,13.0,104.7,1008.2,61.5,9.7,154.5,13.3,0.94,"Rain, Partially cloudy"
2021-09-06,34.5,25.0,29.2,40.6,25.0,33.3,24.6,78.5,0.003,4.17,rain,19.8,13.0,325.6,1010.3,49.7,9.5,211.0,18.2,0.97,"Rain, Partially cloudy"
2021-09-07,30.0,26.0,27.2,40.4,26.0,30.6,25.6,91.3,0.127,4.17,rain,32.8,18.4,288.2,1010.0,60.1,9.5,123.8,10.7,0.0,"Rain, Partially cloudy"
2021-09-08,32.0,24.0,27.3,42.3,24.0,30.3,25.3,89.2,13.341,12.5,rain,33.1,31.7,348.3,1008.6,62.9,9.1,107.6,9.4,0.04,"Rain, Partially cloudy"
2021-09-09,32.0,24.0,27.6,42.4,24.0,31.7,25.5,89.1,58.319,12.5,rain,27.0,16.6,258.4,1009.7,67.1,9.4,162.6,14.2,0.08,"Rain, Partially cloudy"
2021-09-10,34.5,25.0,29.2,42.3,25.0,33.4,24.7,79.5,0.0,0.0,noprecip,25.2,14.8,291.3,1008.7,47.1,9.2,264.8,22.9,0.11,Partially cloudy
2021-09-11,35.8,25.0,30.2,42.1,25.0,34.7,24.2,72.7,0.0,0.0,noprecip,21.2,16.4,274.6,1005.4,59.5,11.0,256.8,22.2,0.15,Partially cloudy
2021-09-12,36.5,27.0,31.2,43.8,31.2,37.8,25.3,73.6,0.0,0.0,noprecip,16.6,10.6,113.3,1002.5,23.0,10.6,268.5,23.2,0.19,Partially cloudy
2021-09-13,34.0,26.0,28.9,49.5,26.0,35.5,26.5,87.5,0.102,8.33,rain,25.9,24.1,18.9,1005.7,39.9,8.2,154.8,13.4,0.22,"Rain, Partially cloudy"
2021-09-14,28.0,25.0,26.2,33.6,25.0,26.9,25.2,94.1,12.165,8.33,rain,21.6,13.0,339.9,1010.0,73.3,8.7,86.8,7.5,0.25,"Rain, Partially cloudy"
2021-09-15,28.5,25.0,26.5,34.5,25.0,28.7,25.5,94.5,30.895,8.33,rain,24.1,11.2,348.2,1011.5,81.0,8.8,94.4,8.1,0.29,"Rain, Partially cloudy"
2021-09-16,31.8,25.0,27.8,40.6,25.0,32.1,26.0,90.5,5.328,8.33,rain,25.6,16.6,100.8,1010.2,77.3,9.3,157.4,13.7,0.33,"Rain, Partially cloudy"
2021-09-17,32.0,24.8,27.7,42.3,24.8,32.1,25.9,90.8,0.169,8.33,rain,23.0,16.6,103.8,1008.8,71.3,9.1,169.4,14.6,0.36,"Rain, Partially cloudy"
2021-09-18,34.0,24.7,28.9,40.6,24.7,33.2,24.9,81.1,2.968,4.17,rain,28.4,16.6,130.4,1009.1,60.2,9.4,209.0,18.0,0.4,"Rain, Partially cloudy"
2021-09-19,34.0,26.0,30.0,42.1,26.0,35.1,24.8,76.3,0.0,0.0,noprecip,27.4,18.4,125.8,1009.3,36.2,10.1,238.6,20.7,0.44,Partially cloudy
2021-09-20,33.0,25.0,28.6,40.6,25.0,33.0,25.1,83.0,0.063,4.17,rain,19.4,18.4,344.8,1009.9,49.2,8.9,198.4,17.2,0.47,"Rain, Partially cloudy"
2021-09-21,34.0,24.0,29.1,40.6,24.0,31.8,23.1,72.8,0.265,8.33,rain,19.4,9.6,81.1,1009.3,48.5,9.7,240.1,20.7,0.5,"Rain, Partially cloudy"
2021-09-22,32.0,25.0,27.8,40.6,25.0,32.0,25.7,88.6,2.001,8.33,rain,25.6,14.8,83.8,1009.1,56.9,9.3,152.8,13.3,0.54,"Rain, Partially cloudy"
2021-09-23,32.0,25.0,27.9,40.6,25.0,30.8,25.1,86.0,0.388,8.33,rain,23.8,20.5,338.2,1011.1,62.7,9.7,142.7,12.4,0.57,"Rain, Partially cloudy"
2021-09-24,28.0,25.0,26.3,34.5,25.0,28.0,25.5,95.5,17.363,12.5,rain,26.3,9.4,8.2,1011.5,63.5,8.9,75.4,6.5,0.6,"Rain, Partially cloudy"
2021-09-25,32.0,23.0,26.0,40.6,23.0,27.8,24.8,93.8,89.029,16.67,rain,46.4,27.7,0.7,1011.3,84.0,8.7,95.9,8.3,0.64,"Rain, Partially cloudy"
2021-09-26,30.1,24.0,26.2,38.8,24.0,28.3,25.2,94.4,34.873,16.67,rain,35.3,14.8,270.1,1011.7,65.9,9.7,115.1,9.9,0.67,"Rain, Partially cloudy"
2021-09-27,32.0,24.0,27.4,37.9,24.0,30.3,24.2,84.6,5.454,12.5,rain,25.2,9.4,289.0,1011.2,58.5,9.7,147.8,13.0,0.7,"Rain, Partially cloudy"
2021-09-28,33.5,25.0,29.0,40.6,25.0,31.9,23.6,75.8,0.0,0.0,noprecip,17.6,14.8,186.4,1009.7,22.0,10.1,234.3,20.2,0.73,Partially cloudy
2021-09-29,33.4,26.0,29.3,39.1,26.0,33.0,24.4,77.4,0.0,0.0,noprecip,15.1,14.8,109.2,1008.3,28.2,8.5,244.3,21.0,0.75,Partially cloudy
2021-09-30,34.0,26.0,29.8,38.8,26.0,34.5,24.6,76.2,0.1,4.17,rain,20.5,14.8,111.4,1008.3,21.1,8.5,238.1,20.5,0.8,"Rain, Partially cloudy"
2021-10-01,34.0,26.0,29.7,40.6,26.0,35.0,25.2,78.5,0.6,8.33,rain,19.4,14.8,113.9,1008.4,34.3,8.9,204.4,17.6,0.83,"Rain, Partially cloudy"
2021-10-02,31.0,25.0,26.6,39.1,25.0,28.7,25.5,94.1,7.9,41.67,rain,31.7,14.8,354.5,1009.5,47.1,7.9,125.7,10.9,0.86,"Rain, Partially cloudy"
2021-10-03,33.0,25.0,28.3,40.6,25.0,32.2,25.0,84.6,0.1,4.17,rain,23.8,14.8,112.0,1010.1,24.7,7.3,227.6,19.7,0.89,"Rain, Partially cloudy"
2021-10-04,32.0,25.0,27.4,40.6,25.0,30.0,25.4,89.4,8.013,12.5,rain,22.0,24.1,321.8,1011.1,40.3,9.0,221.2,19.1,0.93,"Rain, Partially cloudy"
2021-10-05,33.0,25.0,28.8,37.4,25.0,31.8,23.8,77.0,0.246,16.67,rain,28.1,14.8,86.5,1010.8,66.1,10.1,146.9,12.6,0.96,"Rain, Partially cloudy"
2021-10-06,34.0,26.0,29.3,37.7,26.0,33.2,24.4,77.7,0.105,8.33,rain,26.6,9.7,315.7,1007.8,34.6,8.9,224.6,19.5,0.0,"Rain, Partially cloudy"
2021-10-07,34.5,26.0,29.6,39.1,26.0,33.3,24.3,76.6,0.2,8.33,rain,29.9,13.0,324.4,1005.2,25.0,9.5,219.6,19.1,0.03,"Rain, Partially cloudy"
2021-10-08,34.0,27.0,30.2,37.3,29.2,32.6,21.1,60.7,0.0,0.0,noprecip,34.6,20.5,346.8,1004.2,60.0,10.2,192.5,16.6,0.06,Partially cloudy
2021-10-09,29.1,23.0,26.5,32.3,23.0,27.3,21.9,78.2,9.158,12.5,rain,34.2,14.8,340.1,1004.2,63.5,9.6,45.5,4.0,0.1,"Rain, Partially cloudy"
2021-10-10,25.0,23.0,23.9,25.0,23.0,23.9,23.7,98.6,86.441,25.0,rain,50.4,20.5,318.6,1002.9,97.5,7.9,21.8,1.8,0.13,"Rain, Overcast"
2021-10-11,24.0,23.0,23.5,24.0,23.0,23.5,22.8,96.1,103.283,16.67,rain,42.5,22.3,15.1,1008.0,93.3,7.9,24.5,2.0,0.17,"Rain, Overcast"
2021-10-12,29.1,22.0,25.1,29.8,22.0,25.2,17.9,66.1,0.0,0.0,noprecip,42.8,20.8,1.7,1009.4,45.4,11.6,219.2,19.1,0.2,Partially cloudy
2021-10-13,27.0,22.0,24.3,27.5,22.0,24.3,19.2,74.6,5.116,8.33,rain,67.3,18.4,340.7,1005.9,96.9,9.8,94.4,8.0,0.25,"Rain, Overcast"
2021-10-14,25.0,21.0,22.8,25.0,21.0,22.8,21.0,90.1,13.095,25.0,rain,67.3,24.1,6.8,1006.0,92.5,9.8,28.6,2.4,0.27,"Rain, Overcast"
2021-10-15,22.0,21.0,21.4,22.0,21.0,21.4,21.2,98.8,33.254,16.67,rain,36.7,14.8,333.0,1011.1,99.5,8.2,28.7,2.4,0.31,"Rain, Overcast"
2021-10-16,24.0,19.3,21.4,24.0,19.3,21.4,20.1,92.8,51.516,16.67,rain,36.4,20.5,347.0,1016.5,96.9,9.4,30.4,2.6,0.34,"Rain, Overcast"
2021-10-17,24.0,19.6,21.2,24.0,19.6,21.2,15.8,71.9,3.074,8.33,rain,44.6,22.3,1.5,1019.9,74.2,10.0,131.3,11.2,0.38,"Rain, Partially cloudy"
2021-10-18,21.0,18.0,19.2,21.0,18.0,19.2,18.4,95.3,14.862,12.5,rain,26.6,11.2,336.9,1018.9,99.2,7.8,27.7,2.5,0.41,"Rain, Overcast"
2021-10-19,24.6,20.0,22.0,24.6,20.0,22.0,21.2,95.7,2.99,8.33,rain,31.0,9.4,51.7,1017.4,97.7,8.9,77.0,6.7,0.45,"Rain, Overcast"
2021-10-20,31.3,22.0,26.2,37.7,22.0,28.6,23.9,88.1,0.0,0.0,noprecip,29.2,16.6,119.3,1013.8,72.0,8.1,187.6,16.1,0.5,Partially cloudy
2021-10-21,26.0,20.0,22.7,26.0,20.0,22.7,20.5,88.3,12.0,25.0,rain,55.4,33.5,37.2,1015.2,92.6,8.4,88.8,7.6,0.52,"Rain, Overcast"
2021-10-22,21.5,19.0,20.1,21.5,19.0,20.1,14.4,70.8,0.004,4.17,rain,32.4,18.4,22.5,1020.8,93.7,10.4,62.2,5.4,0.55,"Rain, Overcast"
2021-10-23,25.1,18.0,21.0,25.1,18.0,21.0,13.7,65.0,0.0,0.0,noprecip,26.6,14.8,1.0,1021.4,60.9,11.2,145.4,12.6,0.58,Partially cloudy
2021-10-24,25.6,19.0,21.6,25.6,19.0,21.6,15.1,68.9,0.0,0.0,noprecip,29.9,13.0,338.3,1020.3,31.3,9.6,193.7,16.7,0.62,Partially cloudy
2021-10-25,27.7,18.0,22.3,27.2,18.0,22.3,16.5,74.0,0.0,0.0,noprecip,23.0,16.6,6.3,1017.2,9.3,9.9,222.8,19.2,0.65,Clear
2021-10-26,28.0,18.0,23.1,28.2,18.0,23.2,18.1,77.0,0.0,0.0,noprecip,16.6,11.2,59.0,1015.7,17.4,6.8,163.1,14.0,0.68,Clear
2021-10-27,29.1,20.0,24.8,29.2,20.0,24.8,18.3,71.1,0.0,0.0,noprecip,26.3,13.0,10.4,1016.4,24.3,7.4,203.1,17.6,0.72,Partially cloudy
2021-10-28,25.0,20.9,22.7,25.0,20.9,22.7,19.6,84.5,40.62,12.5,rain,23.0,13.0,346.5,1017.3,84.7,6.6,31.0,2.6,0.75,"Rain, Partially cloudy"
