datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase,conditions
2022-08-26,32.1,24.5,28.0,39.7,24.5,32.0,25.1,85.1,43.778,8.33,rain,47.9,22.3,128.4,1002.7,77.5,8.9,126.0,10.8,0.96,"Rain, Partially cloudy"
2022-08-27,34.1,27.0,29.8,42.8,30.6,35.9,25.4,78.3,0.1,4.17,rain,19.8,20.4,106.2,1007.3,58.6,11.3,229.0,19.7,0.0,"Rain, Partially cloudy"
2022-08-28,35.0,26.5,30.4,44.9,26.5,37.6,26.0,78.5,0.2,8.33,rain,24.1,19.4,115.9,1007.3,44.6,12.5,252.1,21.8,0.03,"Rain, Partially cloudy"
2022-08-29,35.5,27.0,30.7,43.2,31.2,37.7,25.8,76.5,0.0,0.0,noprecip,28.1,17.5,128.2,1008.9,45.9,10.9,262.3,22.5,0.07,Partially cloudy
2022-08-30,35.1,27.0,30.8,42.6,31.2,37.2,25.3,74.3,0.0,0.0,noprecip,19.1,13.9,117.3,1008.4,43.5,11.5,276.2,23.9,0.1,Partially cloudy
2022-08-31,34.4,27.0,30.5,43.7,30.6,37.5,25.7,76.6,0.2,8.33,rain,15.1,12.1,76.4,1006.8,44.2,11.5,226.4,19.5,0.14,"Rain, Partially cloudy"
2022-09-01,31.8,25.0,28.7,38.4,25.0,34.2,25.5,83.5,11.032,8.33,rain,50.0,17.5,341.9,1009.0,51.6,9.3,129.9,11.1,0.17,"Rain, Partially cloudy"
2022-09-02,34.5,26.0,30.2,41.2,26.0,35.1,24.4,72.4,0.032,4.17,rain,23.8,10.3,349.0,1008.1,65.4,9.5,236.6,20.4,0.21,"Rain, Partially cloudy"
2022-09-03,34.9,27.0,30.8,44.2,31.2,37.6,25.4,73.7,0.106,4.17,rain,16.9,15.6,98.8,1005.4,39.5,8.6,254.5,22.0,0.24,"Rain, Partially cloudy"
2022-09-04,30.5,25.0,27.7,36.2,25.0,30.8,23.9,80.7,2.042,8.33,rain,38.9,20.4,356.7,1007.3,71.8,9.4,170.1,14.8,0.25,"Rain, Partially cloudy"
2022-09-05,34.4,26.0,29.4,37.3,26.0,31.5,22.3,67.7,0.0,0.0,noprecip,25.2,11.2,314.1,1007.8,54.9,10.7,232.8,20.2,0.31,Partially cloudy
2022-09-06,35.9,25.0,30.2,38.7,25.0,32.5,21.9,64.1,0.0,0.0,noprecip,29.5,10.4,327.1,1008.3,33.7,12.2,256.6,22.1,0.35,Partially cloudy
2022-09-07,34.5,26.0,28.9,39.4,26.0,32.0,23.4,74.0,1.979,4.17,rain,48.2,14.8,358.7,1011.0,60.3,9.3,218.6,19.0,0.39,"Rain, Partially cloudy"
2022-09-08,30.0,25.0,26.4,36.8,25.0,27.9,24.5,89.9,100.747,16.67,rain,31.7,26.8,32.4,1012.7,84.4,8.4,38.4,3.2,0.42,"Rain, Partially cloudy"
2022-09-09,30.0,24.7,26.9,35.1,24.7,29.0,24.0,85.0,25.251,16.67,rain,22.3,9.4,342.6,1013.3,58.7,8.9,60.4,5.3,0.46,"Rain, Partially cloudy"
2022-09-10,31.5,25.2,28.0,37.2,25.2,30.9,24.3,81.4,18.504,12.5,rain,20.5,10.3,208.6,1011.9,66.0,9.2,182.5,15.9,0.5,"Rain, Partially cloudy"
2022-09-11,32.7,26.0,28.7,38.0,26.0,32.2,24.2,78.1,1.3,37.5,rain,22.0,12.1,71.8,1010.0,44.6,9.8,216.3,18.7,0.53,"Rain, Partially cloudy"
2022-09-12,33.0,26.0,29.4,39.3,26.0,33.5,24.1,74.3,0.3,4.17,rain,25.2,12.1,56.7,1009.0,45.6,9.5,227.0,19.6,0.56,"Rain, Partially cloudy"
2022-09-13,33.3,26.0,29.3,39.9,26.0,34.1,24.7,77.1,0.3,8.33,rain,19.1,11.2,331.3,1009.2,40.7,8.0,209.2,18.1,0.59,"Rain, Partially cloudy"
2022-09-14,34.5,26.0,29.9,40.6,26.0,34.6,24.2,72.8,0.3,12.5,rain,17.3,11.2,302.8,1008.6,33.6,8.1,244.1,21.0,0.62,"Rain, Partially cloudy"
2022-09-15,34.5,26.5,30.2,42.6,26.5,35.9,25.0,74.8,1.187,4.17,rain,21.2,14.8,104.9,1006.0,38.3,8.5,236.8,20.5,0.65,"Rain, Partially cloudy"
2022-09-16,31.5,26.0,28.5,39.5,26.0,33.5,25.2,82.6,0.099,4.17,rain,25.9,16.6,95.6,1004.1,62.0,9.4,61.1,5.3,0.69,"Rain, Partially cloudy"
2022-09-17,32.0,25.7,27.9,39.2,25.7,31.1,24.7,83.0,0.735,4.17,rain,24.8,14.8,84.0,1006.1,57.7,9.9,109.3,9.4,0.72,"Rain, Partially cloudy"
2022-09-18,34.4,25.5,29.6,39.9,25.5,33.6,24.6,76.0,0.001,4.17,rain,17.6,11.2,145.9,1006.7,21.7,8.4,233.9,20.2,0.75,"Rain, Partially cloudy"
2022-09-19,35.0,26.5,30.2,43.3,26.5,35.8,25.3,76.3,0.0,0.0,noprecip,16.2,11.2,87.1,1006.3,32.6,8.7,242.0,20.8,0.78,Partially cloudy
2022-09-20,34.5,27.0,29.2,43.5,29.2,34.5,24.8,78.1,25.923,4.17,rain,24.8,16.6,46.7,1006.8,42.3,9.0,251.0,21.6,0.82,"Rain, Partially cloudy"
2022-09-21,31.0,25.5,27.4,37.1,25.5,29.8,24.0,81.7,1.704,4.17,rain,33.5,12.1,17.1,1008.8,46.0,9.5,156.6,13.5,0.85,"Rain, Partially cloudy"
2022-09-22,31.0,25.0,27.6,36.5,25.0,30.2,24.3,82.7,25.4,4.17,rain,31.7,17.5,67.6,1009.6,61.5,9.3,116.1,10.0,0.88,"Rain, Partially cloudy"
2022-09-23,33.0,23.5,27.4,37.5,23.5,28.9,23.3,80.0,18.005,4.17,rain,31.7,24.1,5.0,1010.3,62.0,9.3,218.3,19.0,0.91,"Rain, Partially cloudy"
2022-09-24,29.0,24.0,26.6,33.2,24.0,28.1,22.8,80.1,8.882,4.17,rain,33.5,13.9,10.5,1010.5,74.4,9.6,136.1,11.6,0.95,"Rain, Partially cloudy"
2022-09-25,28.5,24.6,26.0,32.0,24.6,26.8,22.8,82.5,18.36,4.17,rain,34.6,18.4,13.1,1011.2,67.2,9.2,149.6,13.1,0.98,"Rain, Partially cloudy"
2022-09-26,32.5,24.0,27.9,38.6,24.0,31.0,23.7,79.2,0.4,16.67,rain,24.5,9.4,318.5,1009.9,27.4,7.7,230.1,19.9,0.0,"Rain, Partially cloudy"
2022-09-27,34.0,25.0,29.0,38.5,25.0,32.1,23.7,74.8,0.1,4.17,rain,30.6,11.2,325.7,1007.0,19.3,6.9,236.9,20.5,0.05,Rain
2022-09-28,30.0,25.0,26.8,32.6,25.0,28.3,23.0,80.1,27.2,79.17,rain,40.7,12.1,322.7,1005.8,70.4,8.3,29.0,2.6,0.08,"Rain, Partially cloudy"
2022-09-29,29.0,24.0,26.1,33.6,24.0,27.0,23.7,86.9,23.5,87.5,rain,35.6,14.8,1.8,1006.8,88.4,8.2,45.0,4.0,0.12,"Rain, Partially cloudy"
2022-09-30,31.5,25.0,26.6,37.2,25.0,27.8,23.6,84.1,20.8,100.0,rain,20.5,23.2,63.5,1008.4,70.1,10.0,59.6,5.2,0.15,"Rain, Partially cloudy"
2022-10-01,29.0,25.0,26.2,33.6,25.0,27.3,24.3,89.2,33.5,100.0,rain,22.3,19.4,90.9,1009.6,80.3,8.7,69.4,6.0,0.19,"Rain, Partially cloudy"
2022-10-02,29.5,25.0,26.9,34.4,25.0,28.9,23.8,83.4,31.3,91.67,rain,23.4,17.5,94.9,1010.8,83.2,9.9,49.6,4.4,0.23,"Rain, Partially cloudy"
2022-10-03,32.5,25.0,27.8,38.6,25.0,30.3,24.0,81.1,2.0,50.0,rain,23.0,17.6,72.8,1012.1,53.7,9.1,169.4,14.7,0.25,"Rain, Partially cloudy"
2022-10-04,33.0,25.0,27.5,39.3,25.0,29.4,23.8,81.6,0.13,4.17,rain,29.5,8.5,293.3,1013.5,40.4,9.2,186.2,16.1,0.3,"Rain, Partially cloudy"
2022-10-05,33.0,24.3,28.3,37.0,24.3,31.1,23.6,77.5,0.08,4.17,rain,19.8,16.6,118.6,1013.2,30.8,9.3,216.0,18.8,0.33,"Rain, Partially cloudy"
2022-10-06,32.0,24.0,26.7,37.3,24.0,27.9,23.7,84.8,4.381,8.33,rain,26.3,26.8,108.3,1013.6,41.5,8.9,178.2,15.3,0.37,"Rain, Partially cloudy"
2022-10-07,30.0,24.0,26.4,35.1,24.0,28.1,23.7,85.8,1.117,12.5,rain,29.5,13.2,95.9,1014.0,52.4,8.5,155.8,13.4,0.4,"Rain, Partially cloudy"
2022-10-08,29.5,24.5,26.7,32.7,24.5,28.2,23.2,81.9,0.876,8.33,rain,20.2,16.6,72.9,1014.4,67.3,9.0,90.8,7.8,0.44,"Rain, Partially cloudy"
2022-10-09,27.4,23.0,25.3,30.1,23.0,25.6,20.8,76.8,0.519,12.5,rain,48.2,26.8,20.4,1017.2,88.5,9.4,58.9,5.0,0.48,"Rain, Partially cloudy"
2022-10-10,27.0,21.3,23.8,27.1,21.3,23.8,14.8,57.8,0.198,4.17,rain,36.0,17.5,4.2,1020.4,63.9,9.7,161.3,14.1,0.5,"Rain, Partially cloudy"
2022-10-11,28.9,19.0,23.9,28.2,19.0,23.8,14.6,58.9,0.0,0.0,noprecip,27.7,16.6,28.0,1017.5,10.4,11.0,253.0,21.9,0.54,Clear
2022-10-12,29.5,21.0,25.0,28.8,21.0,24.7,15.0,57.4,0.0,0.0,noprecip,21.2,13.9,59.9,1015.7,10.7,10.8,252.6,21.8,0.58,Clear
2022-10-13,29.8,21.9,25.0,28.5,21.9,24.8,15.3,57.3,0.0,0.0,noprecip,27.7,11.2,0.6,1014.6,31.8,10.5,235.4,20.2,0.61,Partially cloudy
2022-10-14,31.1,19.0,24.8,30.1,19.0,24.5,15.3,60.1,0.0,0.0,noprecip,36.4,17.5,342.3,1012.9,60.3,10.3,252.7,21.9,0.64,Partially cloudy
2022-10-15,31.3,21.0,25.7,29.8,21.0,25.3,14.8,55.8,0.0,0.0,noprecip,40.7,17.5,337.9,1012.9,54.2,10.5,228.6,19.8,0.67,Partially cloudy
2022-10-16,32.0,19.0,25.8,31.8,19.0,25.8,16.4,59.2,0.0,0.0,noprecip,33.8,16.6,330.4,1014.2,9.6,9.6,251.5,21.8,0.7,Clear
2022-10-17,31.5,23.7,27.2,30.8,23.7,26.9,14.1,46.1,0.0,0.0,noprecip,42.8,20.5,341.1,1014.5,35.3,11.2,249.7,21.5,0.74,Partially cloudy
2022-10-18,30.0,22.5,26.1,28.9,22.5,25.7,12.5,44.2,0.0,0.0,noprecip,42.5,19.7,345.3,1014.9,41.7,10.2,249.8,21.6,0.75,Partially cloudy
2022-10-19,26.0,16.5,21.8,26.0,16.5,21.8,12.3,58.4,0.101,8.33,rain,33.5,16.5,15.9,1016.7,70.7,9.0,114.0,9.8,0.8,"Rain, Partially cloudy"
2022-10-20,18.1,16.0,17.3,18.1,16.0,17.3,16.0,92.3,18.421,16.67,rain,29.9,13.9,342.5,1018.5,99.9,7.1,17.1,1.5,0.83,"Rain, Overcast"
2022-10-21,21.7,18.0,19.9,21.7,18.0,19.9,18.8,93.2,5.445,8.33,rain,22.7,12.1,314.8,1018.7,77.1,7.7,38.6,3.1,0.86,"Rain, Partially cloudy"
2022-10-22,32.0,20.0,25.3,33.8,20.0,26.2,20.5,77.2,0.0,0.0,noprecip,26.3,10.8,321.1,1016.8,21.3,9.8,226.3,19.4,0.9,Partially cloudy
2022-10-23,33.5,22.5,27.7,36.3,22.5,29.2,21.5,71.3,0.0,0.0,noprecip,23.4,7.4,356.8,1015.0,19.4,10.4,215.3,18.5,0.93,Clear
2022-10-24,33.0,23.0,27.6,35.3,23.0,28.7,21.0,69.5,0.1,4.17,rain,21.6,15.7,97.5,1014.1,20.1,8.0,210.1,18.2,0.96,"Rain, Partially cloudy"
2022-10-25,28.0,23.0,24.9,29.9,23.0,25.2,21.8,83.7,0.131,8.33,rain,19.8,13.9,244.0,1016.2,66.5,7.0,111.1,9.8,0.0,"Rain, Partially cloudy"
2022-10-26,28.5,23.0,25.2,31.3,23.0,25.7,22.1,83.5,0.002,4.17,rain,17.6,9.4,283.1,1015.3,81.8,5.8,123.5,10.5,0.03,"Rain, Partially cloudy"
2022-10-27,29.0,24.0,26.5,31.8,24.0,27.5,21.7,75.9,0.001,4.17,rain,23.0,11.2,127.6,1014.6,78.4,9.4,159.3,13.8,0.06,"Rain, Partially cloudy"
2022-10-28,31.0,23.7,26.8,32.1,23.7,27.5,20.3,69.5,0.0,0.0,noprecip,17.6,11.2,122.9,1014.9,43.2,9.7,170.4,14.7,0.1,Partially cloudy
2022-10-29,30.0,22.9,26.1,31.1,22.9,26.5,20.7,73.5,0.495,4.17,rain,29.5,12.1,346.5,1015.0,37.4,7.8,197.3,17.0,0.13,"Rain, Partially cloudy"
2022-10-30,30.2,21.0,25.7,31.6,21.0,26.4,20.4,73.9,0.0,0.0,noprecip,35.3,14.1,339.5,1013.8,17.0,7.8,200.0,17.4,0.17,Clear
2022-10-31,30.0,21.5,25.7,29.9,21.5,25.8,16.0,56.4,0.0,0.0,noprecip,41.4,19.5,356.7,1014.8,44.9,10.0,179.6,15.5,0.21,Partially cloudy
2022-11-01,30.0,20.3,24.5,29.0,20.3,24.3,13.5,52.5,0.0,0.0,noprecip,38.9,20.5,326.4,1014.2,59.4,11.3,231.7,20.0,0.25,Partially cloudy
2022-11-02,29.5,17.5,23.0,28.4,17.5,22.8,14.2,62.0,0.0,0.0,noprecip,22.3,14.8,324.5,1011.9,17.1,9.3,234.6,20.3,0.28,Clear
2022-11-03,29.5,17.0,23.4,29.1,17.0,23.3,15.1,62.8,0.0,0.0,noprecip,21.2,10.6,309.3,1013.2,31.0,9.2,228.1,19.8,0.31,Partially cloudy
2022-11-04,30.0,19.0,24.2,29.7,19.0,24.2,16.8,65.7,0.0,0.0,noprecip,25.9,11.1,341.4,1016.2,26.0,9.7,205.4,17.7,0.35,Partially cloudy
2022-11-05,29.0,20.4,24.4,28.8,20.4,24.4,17.4,67.9,0.0,0.0,noprecip,30.2,19.5,63.8,1018.1,8.3,10.3,215.5,18.7,0.38,Clear
2022-11-06,28.0,20.0,23.5,28.3,20.0,23.6,17.9,72.4,0.0,0.0,noprecip,16.6,10.3,78.3,1017.6,15.3,7.1,209.4,18.1,0.42,Clear
2022-11-07,28.0,19.0,23.6,28.9,19.0,23.8,18.7,75.8,0.0,0.0,noprecip,15.8,11.2,95.2,1016.5,29.5,6.7,154.7,13.4,0.46,Partially cloudy
2022-11-08,29.0,20.0,24.1,29.8,20.0,24.4,19.0,74.6,0.0,0.0,noprecip,15.1,14.8,73.0,1016.5,22.0,6.0,200.3,17.5,0.5,Partially cloudy
2022-11-09,29.0,19.5,24.4,30.1,19.5,24.7,19.4,75.4,0.0,0.0,noprecip,16.2,13.0,97.8,1016.3,19.5,7.2,191.7,16.6,0.52,Clear
2022-11-10,27.0,22.0,24.6,28.8,22.0,24.7,21.2,81.7,0.3,12.5,rain,14.8,9.3,131.4,1015.8,65.5,7.4,106.1,9.3,0.56,"Rain, Partially cloudy"
2022-11-11,30.0,23.0,25.7,32.6,23.0,26.5,22.0,80.9,0.8,29.17,rain,20.9,14.7,122.9,1015.0,52.2,8.1,138.8,11.9,0.59,"Rain, Partially cloudy"
2022-11-12,30.1,23.0,26.1,32.6,23.0,27.1,21.8,78.1,0.4,16.67,rain,23.8,15.7,109.4,1013.8,62.2,8.6,124.2,10.7,0.62,"Rain, Partially cloudy"
2022-11-13,28.5,22.0,25.4,30.7,22.0,26.2,21.6,79.9,0.152,8.33,rain,18.0,11.2,105.6,1014.6,55.6,8.1,132.2,11.6,0.65,"Rain, Partially cloudy"
2022-11-14,29.0,22.0,25.5,31.4,22.0,26.3,22.0,82.1,0.001,4.17,rain,18.0,9.4,132.5,1014.9,41.6,6.2,127.1,11.0,0.69,"Rain, Partially cloudy"
2022-11-15,29.0,23.0,25.9,32.3,23.0,26.9,22.4,81.7,0.021,4.17,rain,23.0,15.7,125.1,1013.5,58.1,8.4,132.8,11.5,0.72,"Rain, Partially cloudy"
2022-11-16,31.0,24.0,27.0,34.9,24.0,28.5,22.8,79.0,0.099,4.17,rain,21.2,16.6,129.3,1011.7,59.9,8.2,133.1,11.4,0.75,"Rain, Partially cloudy"
2022-11-17,30.5,25.0,26.9,34.2,25.0,28.2,23.1,80.8,1.4,33.33,rain,33.5,22.3,122.5,1011.5,56.2,10.6,167.2,14.5,0.78,"Rain, Partially cloudy"
2022-11-18,31.0,24.0,27.0,35.5,24.0,28.8,23.7,83.0,1.5,29.17,rain,24.8,17.5,117.9,1012.6,61.0,8.2,148.9,12.9,0.81,"Rain, Partially cloudy"
2022-11-19,29.5,24.9,26.7,32.7,24.9,27.8,22.7,79.5,1.484,4.17,rain,24.5,13.9,118.9,1013.7,78.1,9.5,115.6,10.0,0.85,"Rain, Partially cloudy"
2022-11-20,28.5,23.0,25.1,30.8,23.0,25.5,20.9,77.9,0.0,0.0,noprecip,18.4,13.9,48.3,1013.0,55.7,9.8,155.8,13.3,0.88,Partially cloudy
2022-11-21,29.4,22.0,25.4,30.8,22.0,25.9,20.3,74.9,0.0,0.0,rain,20.2,10.7,81.9,1011.6,38.4,8.5,137.0,11.8,0.91,Partially cloudy
2022-11-22,28.1,21.5,25.3,30.1,21.5,26.0,20.8,76.6,0.021,4.17,rain,25.9,10.0,20.5,1011.4,57.8,7.9,111.7,9.7,0.94,"Rain, Partially cloudy"
2022-11-23,29.0,24.7,26.3,31.5,24.7,27.1,21.7,76.2,0.001,4.17,rain,23.4,10.6,13.3,1012.0,74.6,9.6,65.0,5.5,0.98,"Rain, Partially cloudy"
2022-11-24,25.1,22.0,22.9,25.1,22.0,22.9,20.9,88.5,5.646,8.33,rain,16.9,16.4,22.5,1013.6,97.9,8.3,22.6,1.9,0.0,"Rain, Overcast"
2022-11-25,25.5,21.5,23.4,25.5,21.5,23.4,21.5,89.3,1.403,16.67,rain,14.8,8.5,41.7,1014.2,93.8,7.7,35.2,3.1,0.04,"Rain, Overcast"
2022-11-26,24.3,22.0,23.2,24.3,22.0,23.2,22.0,93.0,1.965,16.67,rain,19.4,15.7,72.2,1012.5,97.0,7.4,45.3,3.9,0.08,"Rain, Overcast"
2022-11-27,30.5,24.0,26.9,35.8,24.0,28.7,23.3,81.5,0.0,0.0,noprecip,37.8,21.4,140.2,1008.6,60.1,8.5,138.4,11.9,0.11,Partially cloudy
2022-11-28,32.2,24.0,27.7,38.9,24.0,30.4,24.2,82.2,0.0,0.0,noprecip,30.6,20.5,126.4,1008.2,60.2,11.2,167.9,14.7,0.15,Partially cloudy
2022-11-29,32.0,25.0,27.7,37.9,25.0,30.2,24.1,81.7,0.1,4.17,rain,23.0,18.5,128.3,1009.7,60.4,10.5,140.7,12.3,0.18,"Rain, Partially cloudy"
2022-11-30,31.5,18.0,25.9,35.2,18.0,27.4,22.5,82.5,0.099,4.17,rain,42.1,29.7,110.8,1013.4,74.4,9.8,44.5,3.8,0.25,"Rain, Partially cloudy"
2022-12-01,17.5,14.0,15.4,17.5,14.0,15.4,12.0,80.2,2.274,16.67,rain,37.1,23.2,42.1,1019.8,100.0,9.8,27.1,2.2,0.26,"Rain, Overcast"
2022-12-02,18.0,13.0,15.3,18.0,13.0,15.3,9.2,67.5,0.0,0.0,rain,24.5,20.5,11.9,1020.6,80.2,10.0,51.1,4.6,0.29,Partially cloudy
2022-12-03,20.0,15.0,17.5,20.0,15.0,17.5,11.8,69.0,0.0,0.0,noprecip,29.5,11.2,26.6,1017.3,96.3,10.0,106.1,9.0,0.33,Overcast
2022-12-04,19.4,15.0,17.4,19.4,15.0,17.4,13.5,78.4,0.7,29.17,rain,23.8,17.5,23.6,1019.0,99.9,9.5,45.5,4.0,0.36,"Rain, Overcast"
2022-12-05,20.0,14.5,16.8,20.0,14.5,16.8,11.3,71.1,0.1,8.33,rain,26.6,20.3,18.5,1021.5,80.2,9.6,67.5,5.7,0.4,"Rain, Partially cloudy"
2022-12-06,19.0,14.0,17.0,19.0,14.0,17.0,9.3,61.2,0.0,0.0,noprecip,31.7,13.9,39.2,1019.3,66.9,9.8,177.0,15.2,0.43,Partially cloudy
2022-12-07,18.2,15.5,16.9,18.2,15.5,16.9,11.6,70.9,0.0,0.0,noprecip,22.3,16.6,17.3,1018.8,95.0,8.8,59.8,5.1,0.47,Overcast
2022-12-08,17.5,16.0,16.6,17.5,16.0,16.6,13.3,80.8,0.0,0.0,rain,33.5,13.9,14.2,1018.5,99.4,9.7,55.2,4.7,0.5,Overcast
2022-12-09,17.5,16.0,16.6,17.5,16.0,16.6,13.5,81.9,0.1,4.17,rain,18.7,14.8,13.8,1017.0,100.0,9.2,51.4,4.4,0.53,"Rain, Overcast"
2022-12-10,18.0,15.0,16.2,18.0,15.0,16.2,14.1,87.7,1.187,4.17,rain,18.0,13.0,17.2,1016.6,99.7,7.0,26.9,2.3,0.57,"Rain, Overcast"
2022-12-11,21.0,16.7,18.5,21.0,16.7,18.5,11.4,64.8,0.101,8.33,rain,20.5,11.1,13.9,1017.9,93.0,9.6,57.4,4.8,0.6,"Rain, Overcast"
2022-12-12,22.0,15.2,18.5,22.0,15.2,18.5,9.9,58.9,0.0,0.0,rain,37.1,20.3,351.7,1020.0,49.7,9.3,144.1,12.5,0.63,Partially cloudy
2022-12-13,23.0,13.6,18.0,23.0,13.6,18.0,7.0,52.8,0.0,0.0,noprecip,20.2,11.2,76.4,1019.7,18.1,9.0,186.7,16.2,0.67,Clear
2022-12-14,22.0,14.5,18.4,22.0,14.5,18.4,6.8,48.4,0.0,0.0,noprecip,30.6,16.6,16.3,1021.3,17.1,9.9,187.2,16.0,0.7,Clear
2022-12-15,22.5,11.0,17.1,22.5,11.0,17.1,9.0,61.9,0.0,0.0,noprecip,17.3,13.0,109.5,1016.9,7.2,7.9,193.3,16.7,0.73,Clear
2022-12-16,24.0,13.0,18.2,24.0,13.0,18.2,11.5,67.5,0.0,0.0,noprecip,27.4,10.3,11.9,1017.1,18.2,6.7,183.0,15.7,0.75,Clear
2022-12-17,21.0,17.0,19.0,21.0,17.0,19.0,4.6,39.1,0.0,0.0,noprecip,48.2,26.8,16.3,1025.9,83.4,10.0,93.1,8.0,0.8,Partially cloudy
2022-12-18,20.0,12.8,16.6,20.0,12.8,16.6,-1.2,31.0,0.0,0.0,noprecip,34.2,22.2,14.0,1026.8,56.3,11.3,174.0,15.1,0.83,Partially cloudy
2022-12-19,20.0,8.9,14.5,20.0,8.5,14.5,2.1,47.0,0.0,0.0,noprecip,18.0,11.2,69.2,1020.7,10.8,10.8,195.2,16.8,0.86,Clear
2022-12-20,22.0,9.8,16.2,22.0,9.4,16.2,6.8,56.2,0.0,0.0,noprecip,15.5,8.5,81.6,1017.1,21.0,8.2,189.4,16.2,0.89,Partially cloudy
2022-12-21,23.0,14.7,19.1,23.0,14.7,19.1,6.5,45.4,0.0,0.0,noprecip,29.9,15.7,349.8,1018.2,43.4,9.3,173.8,15.1,0.93,Partially cloudy
2022-12-22,23.5,13.0,18.0,23.5,13.0,18.0,8.6,58.3,0.0,0.0,noprecip,27.7,13.9,82.3,1016.6,39.3,8.0,172.6,14.9,0.96,Partially cloudy
2022-12-23,24.0,15.5,19.7,24.0,15.5,19.7,8.8,51.2,0.0,0.0,noprecip,22.3,17.6,106.1,1017.6,49.5,9.4,137.2,11.8,0.0,Partially cloudy
2022-12-24,24.5,14.7,19.4,24.5,14.7,19.4,8.0,49.9,0.0,0.0,noprecip,19.4,12.1,63.7,1020.1,42.7,11.5,159.9,13.8,0.03,Partially cloudy
2022-12-25,23.5,13.5,18.5,23.5,13.5,18.5,11.4,65.6,0.0,0.0,noprecip,25.6,17.6,131.0,1020.0,10.4,8.4,186.4,16.2,0.06,Clear
2022-12-26,20.2,13.5,17.2,20.2,13.5,17.2,13.5,79.1,0.1,4.17,rain,20.5,10.3,61.7,1020.6,57.1,6.5,78.2,6.8,0.1,"Rain, Partially cloudy"
2022-12-27,21.0,17.0,19.1,21.0,17.0,19.1,15.1,77.8,0.3,8.33,rain,29.5,15.7,134.0,1019.8,92.9,8.4,85.1,7.3,0.13,"Rain, Overcast"
2022-12-28,19.0,12.0,15.1,19.0,12.0,15.1,11.7,80.5,9.7,8.33,rain,40.7,22.3,39.7,1022.3,85.9,8.7,21.9,1.9,0.16,"Rain, Partially cloudy"
2022-12-29,14.5,12.5,13.6,14.5,12.5,13.6,7.2,65.2,0.1,4.17,rain,31.7,14.8,8.1,1026.3,97.5,10.0,50.5,4.3,0.2,"Rain, Overcast"
2022-12-30,16.0,13.0,14.2,16.0,13.0,14.2,8.0,66.0,0.0,0.0,noprecip,29.5,16.6,357.8,1026.7,85.8,9.5,86.6,7.5,0.25,Partially cloudy
2022-12-31,17.1,14.0,15.2,17.1,14.0,15.2,8.3,63.6,0.0,0.0,noprecip,20.9,11.2,12.5,1025.5,78.4,10.0,130.5,11.3,0.27,Partially cloudy
2023-01-01,21.3,11.1,16.9,21.3,11.1,16.9,10.4,67.4,0.0,0.0,noprecip,20.9,13.0,332.8,1023.7,28.4,9.2,188.8,16.3,0.3,Partially cloudy
2023-01-02,21.0,16.0,18.1,21.0,16.0,18.1,12.3,70.0,0.0,0.0,noprecip,20.9,14.8,35.5,1024.1,68.8,8.9,36.3,3.0,0.34,Partially cloudy
2023-01-03,21.0,15.0,18.1,21.0,15.0,18.1,11.8,67.6,0.012,8.33,rain,31.7,16.6,38.4,1024.6,70.0,9.3,55.7,4.9,0.37,"Rain, Partially cloudy"
2023-01-04,21.0,15.9,18.8,21.0,15.9,18.8,13.3,71.3,0.0,0.0,noprecip,19.4,14.8,118.9,1022.5,53.5,7.0,101.3,8.7,0.41,Partially cloudy
2023-01-05,21.3,17.0,19.2,21.3,17.0,19.2,14.8,76.1,0.0,0.0,noprecip,20.2,14.8,65.2,1023.1,79.6,7.8,68.9,5.9,0.44,Partially cloudy
2023-01-06,25.0,17.0,20.3,25.0,17.0,20.3,11.2,57.5,0.0,0.0,noprecip,46.4,25.9,10.6,1024.8,49.7,11.3,171.9,14.9,0.47,Partially cloudy
2023-01-07,22.3,13.0,17.8,22.3,13.0,17.8,9.3,59.5,0.0,0.0,noprecip,22.3,9.4,317.7,1021.1,30.3,8.9,149.5,13.1,0.5,Partially cloudy
2023-01-08,23.0,15.3,19.2,23.0,15.3,19.2,11.9,64.4,0.2,4.17,rain,17.6,14.8,218.1,1019.0,23.5,7.4,157.2,13.5,0.54,"Rain, Partially cloudy"
2023-01-09,23.3,17.0,20.3,23.3,17.0,20.3,15.4,74.3,0.001,4.17,rain,20.5,13.0,71.1,1018.9,51.3,5.8,132.6,11.4,0.58,"Rain, Partially cloudy"
2023-01-10,23.0,18.0,20.1,23.0,18.0,20.1,17.0,83.5,1.067,4.17,rain,20.9,14.8,38.6,1017.9,78.4,5.6,52.8,4.5,0.61,"Rain, Partially cloudy"
2023-01-11,21.0,18.0,19.4,21.0,18.0,19.4,17.7,89.9,4.61,12.5,rain,13.0,11.2,51.9,1015.3,88.5,5.6,25.2,2.2,0.64,"Rain, Partially cloudy"
2023-01-12,24.0,18.7,20.8,24.0,18.7,20.8,18.0,84.0,0.053,8.33,rain,22.0,18.4,125.0,1011.8,89.6,7.3,84.9,7.2,0.68,"Rain, Partially cloudy"
2023-01-13,28.7,19.0,22.8,30.0,19.0,23.1,19.1,80.7,0.0,0.0,noprecip,16.6,16.6,118.7,1008.5,55.3,8.3,160.2,14.1,0.71,Partially cloudy
