datetime,target_temp,target_conditions,temp_lag_12AM,feelslike_lag_12AM,humidity_lag_12AM,dew_lag_12AM,precip_lag_12AM,snow_lag_12AM,preciptype_lag_12AM,windgust_lag_12AM,windspeed_lag_12AM,pressure_lag_12AM,visibility_lag_12AM,cloudcover_lag_12AM,conditions_lag_12AM,winddir_sin_lag_12AM,winddir_cos_lag_12AM,tempmax_lag,tempmin_lag,temp_lag,feelslikemax_lag,feelslikemin_lag,feelslike_lag,dew_lag,humidity_lag,precip_lag,precipcover_lag,preciptype_lag,windgust_lag,windspeed_lag,sealevelpressure_lag,cloudcover_lag,visibility_lag,solarradiation_lag,solarenergy_lag,conditions_lag,winddir_sin_lag,winddir_cos_lag,rolling_precip_3day,day_of_year_sin,day_of_year_cos,winddir_diff_2h,winddir_diff_day,cloud_cover_trend_2h,diurnal_temp_range,dewpoint_depression,humidity_momentum,pressure_trend_overnight
2021-03-27,23.2,Rain,23.0,23.0,94.1,22.0,0.0,0.0,noprecip,0.0,13.0,1011.0,7.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,25.0,20.0,22.9,25.0,20.0,22.9,21.7,93.2,0.996,12.5,rain,33.8,18.4,1011.3,95.4,5.0,72.3,6.3,Rain,0.7396310949786096,-0.6730125135097734,0.998,0.9958270335100595,0.09126072172931188,2.0,12.300000000000011,-8.799999999999997,5.0,1.0,4.199999999999989,-0.20000000000004547
2021-03-28,23.5,Rain,22.0,22.0,100.0,22.0,0.0,0.0,noprecip,0.0,9.4,1009.0,3.0,100.0,Cloudy,0.766044443118978,-0.6427876096865394,25.3,22.0,23.2,25.3,22.0,23.2,22.5,95.4,0.302,8.33,rain,33.8,18.4,1009.2,94.4,5.2,95.0,8.1,Rain,0.753563392301638,-0.6573752457940956,1.3,0.9972495210773451,0.07411742515094437,2.0,1.0999999999999943,2.200000000000003,3.3000000000000007,0.0,5.0,-1.2000000000000455
2021-03-29,25.3,Rain,23.0,23.0,100.0,23.0,0.0,0.0,noprecip,0.0,9.4,1007.0,5.0,89.0,Cloudy,0.984807753012208,-0.1736481776669303,24.5,22.0,23.5,24.5,22.0,23.5,22.8,96.3,0.607,12.5,rain,31.0,13.0,1008.2,96.5,4.6,74.2,6.4,Rain,0.8771461637055888,-0.48022349744318876,1.905,0.998376906467142,0.056952196034039754,38.0,18.69999999999999,-0.7999999999999972,2.5,0.0,9.0,-0.20000000000004547
2021-03-30,25.2,Cloudy,24.0,24.0,100.0,24.0,0.0,0.0,noprecip,0.0,14.8,1003.0,2.0,89.0,Cloudy,0.984807753012208,-0.1736481776669303,29.0,23.0,25.3,34.5,23.0,26.5,23.7,91.5,0.1,4.17,rain,28.1,14.8,1004.4,91.8,5.1,211.4,18.3,Rain,0.9177546256839813,-0.39714789063478045,1.0090000000000001,0.9992088560679753,0.03977011384605572,38.0,13.400000000000006,-8.799999999999997,6.0,0.0,8.0,-0.7000000000000455
2021-03-31,26.0,Cloudy,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,11.2,1002.0,6.0,100.0,Cloudy,0.984807753012208,0.17364817766693041,27.7,24.0,25.2,31.4,24.0,25.5,24.1,93.8,0.0,0.0,noprecip,24.8,14.8,1002.1,93.2,4.2,221.8,19.2,Cloudy,0.9900236577165576,-0.14090123193758247,0.707,0.9997451236925734,0.022576263041545485,26.0,18.099999999999994,0.0,3.6999999999999993,1.0,1.1000000000000085,-0.5
2021-04-01,26.2,Cloudy,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,14.8,1003.0,5.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,29.8,24.0,26.0,35.8,24.0,27.5,24.4,91.1,0.0,0.0,noprecip,28.4,18.4,1001.7,91.0,6.1,269.1,23.3,Cloudy,0.9862856015372314,-0.1650476058606777,0.1,0.9999855506507186,0.005375731557583884,12.0,20.5,-8.799999999999997,5.800000000000001,1.0,2.6000000000000085,0.39999999999997726
2021-04-02,25.5,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,13.0,1005.0,9.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,29.0,24.0,26.2,34.5,24.0,27.7,24.4,89.9,0.0,0.0,noprecip,25.6,16.6,1003.4,90.0,6.7,252.6,21.8,Cloudy,0.9191353392552344,-0.39394190959095116,0.0,0.9999300657962057,-0.011826390691832589,16.0,6.800000000000011,-8.799999999999997,5.0,1.0,3.1000000000000085,-0.10000000000002274
2021-04-03,25.3,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,11.2,1009.0,6.0,100.0,Cloudy,0.984807753012208,-0.1736481776669303,27.2,24.9,25.5,31.2,24.9,25.9,24.6,95.3,0.105,8.33,rain,26.6,14.8,1006.5,95.1,5.2,144.8,12.5,Rain,0.8957117602394128,-0.4446351791849276,0.105,0.9995786855478958,-0.029025013321975237,14.0,16.400000000000006,0.0,2.3000000000000007,1.0,1.1000000000000085,0.20000000000004547
2021-04-04,25.6,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,5.4,1012.0,5.0,89.0,Cloudy,0.984807753012208,0.17364817766693041,27.2,25.0,25.3,30.6,25.0,25.6,24.3,94.4,0.496,8.33,rain,28.8,16.6,1009.6,93.6,6.5,66.8,5.8,Rain,0.923210217112981,-0.38429532265980354,0.601,0.9989315138848577,-0.046215046983708354,54.0,32.599999999999994,-8.799999999999997,2.1999999999999993,1.0,4.400000000000006,0.0
2021-04-05,22.8,Rain,22.0,22.0,94.1,21.0,0.0,0.0,noprecip,0.0,13.0,1015.0,10.0,100.0,Cloudy,0.984807753012208,0.17364817766693041,29.5,22.0,25.6,33.6,22.0,26.8,23.5,88.7,11.1,37.5,rain,28.4,16.6,1012.1,81.6,6.2,127.0,10.9,Rain,0.9759167619387474,-0.21814324139654234,11.701,0.9979887423155984,-0.06339140486951038,80.0,22.599999999999994,2.200000000000003,7.5,1.0,0.8999999999999915,-0.5
2021-04-06,25.0,Rain,22.0,22.0,94.1,21.0,0.0,0.0,noprecip,0.0,11.2,1016.0,6.0,89.0,Cloudy,0.766044443118978,0.6427876096865394,25.1,21.0,22.8,25.1,21.0,22.8,21.0,90.1,7.025,8.33,rain,27.7,14.8,1015.2,82.1,8.3,149.7,13.1,Rain,0.910683660806177,0.41310442982454193,18.621,0.9967506498213929,-0.08054900421874167,117.0,15.599999999999994,-0.7999999999999972,4.100000000000001,1.0,4.599999999999994,-0.5
2021-04-07,25.8,Rain,24.0,24.0,94.1,23.0,0.0,0.0,noprecip,0.0,16.6,1015.0,9.0,89.0,Cloudy,0.6427876096865395,-0.7660444431189779,30.0,22.0,25.0,32.6,22.0,25.8,21.7,82.8,0.198,4.17,rain,32.0,22.3,1014.8,72.7,7.6,114.4,9.8,Rain,0.9851093261547739,-0.1719291002794096,18.323,0.9952176027737294,-0.09768276782171598,0.0,40.099999999999994,-0.9000000000000057,8.0,1.0,4.3999999999999915,-1.0
2021-04-08,26.2,Rain,24.0,24.0,94.1,23.0,0.0,0.0,noprecip,0.0,11.2,1011.0,6.0,50.0,Cloudy,0.9396926207859084,-0.3420201433256687,30.0,23.9,25.8,32.2,23.9,26.5,22.3,82.4,0.1,4.17,rain,30.2,18.4,1012.9,60.0,8.3,147.2,12.6,Rain,0.7847763705330829,-0.6197790317951402,7.322999999999999,0.9933900548258936,-0.11478762552212701,26.0,18.30000000000001,23.4,6.100000000000001,1.0,7.8999999999999915,-0.6000000000000227
2021-04-09,20.8,Rain,24.0,24.0,83.3,21.0,0.0,0.0,noprecip,0.0,20.5,1013.0,10.0,89.0,Cloudy,0.9396926207859083,0.3420201433256688,30.0,24.0,26.2,33.2,24.0,27.6,23.0,83.6,0.645,4.17,rain,34.9,20.5,1011.0,75.6,8.1,193.7,16.7,Rain,0.8508111094240514,-0.5254716510722676,0.9429999999999983,0.9912685467787256,-0.13185851571739118,64.0,51.69999999999999,18.0,6.0,3.0,-7.6000000000000085,0.5
2021-04-10,19.5,Rain,19.0,19.0,93.9,18.0,0.0,0.0,noprecip,0.0,11.2,1016.0,4.0,100.0,Cloudy,0.766044443118978,0.6427876096865394,24.3,19.0,20.8,24.3,19.0,20.8,18.5,86.9,10.191,8.33,rain,20.9,22.3,1014.5,98.1,9.1,48.2,4.1,Rain,0.6170358751407486,0.7869350219613372,10.936,0.9888537064205885,-0.1488903868564548,0.0,11.900000000000006,0.0,5.300000000000001,1.0,2.5,-0.7999999999999545
2021-04-11,24.3,Rain,20.0,20.0,100.0,20.0,0.0,0.0,noprecip,0.0,5.4,1016.0,3.0,89.0,Cloudy,0.9396926207859083,0.3420201433256688,21.0,18.0,19.5,21.0,18.0,19.5,18.7,95.2,1.45,12.5,rain,16.6,13.0,1016.2,95.4,4.4,69.2,5.8,Rain,0.6819983600624985,0.7313537016191706,12.285999999999998,0.986146248341595,-0.16587819893463143,16.0,27.0,-8.799999999999997,3.0,0.0,4.599999999999994,-0.39999999999997726
2021-04-12,26.4,Rain,24.0,24.0,94.1,23.0,0.0,0.0,noprecip,0.0,13.0,1015.0,7.0,27.5,Cloudy,0.9396926207859084,-0.3420201433256687,29.0,20.0,24.3,32.2,20.0,25.3,22.1,88.0,0.795,8.33,rain,34.9,20.5,1015.2,83.6,6.2,143.4,12.5,Rain,0.8348478632634065,-0.5504807400849956,12.435999999999998,0.9831469737221499,-0.1828169249850199,29.0,13.400000000000006,-70.3,9.0,1.0,4.099999999999994,-1.3999999999999773
2021-04-13,25.8,Cloudy,25.0,25.0,88.7,23.0,0.0,0.0,noprecip,0.0,14.8,1013.0,10.0,89.0,Cloudy,0.6427876096865395,-0.7660444431189779,30.0,23.0,26.4,33.2,23.0,27.8,22.6,80.8,0.1,4.17,rain,33.1,20.5,1013.1,87.3,8.5,151.9,13.1,Rain,0.7301622766207525,-0.683273773680799,2.3449999999999966,0.9798567700958665,-0.1997015525660636,4.0,6.900000000000006,4.900000000000006,7.0,2.0,1.9000000000000057,-0.5
2021-04-14,26.8,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,9.4,1011.0,10.0,89.0,Cloudy,0.766044443118978,-0.6427876096865394,27.7,24.0,25.8,30.8,24.0,26.6,23.7,88.8,0.0,0.0,noprecip,33.5,18.4,1011.9,93.2,9.0,139.1,12.0,Cloudy,0.8241261886220158,-0.5664062369248326,0.8949999999999965,0.9762766110869321,-0.21652708524481437,34.0,5.5,-8.799999999999997,3.6999999999999993,1.0,5.0,-0.6000000000000227
2021-04-15,25.9,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,13.0,1010.0,9.0,50.0,Cloudy,0.8660254037844387,-0.4999999999999998,30.0,24.5,26.8,34.8,24.5,28.4,23.6,83.5,0.4,12.5,rain,31.7,20.5,1009.9,83.8,8.9,147.9,12.8,Rain,0.9099612708765433,-0.4146932426562388,0.49999999999999645,0.9724075561219968,-0.23328854407545518,8.0,5.5,-31.799999999999997,5.5,1.0,7.5,-0.20000000000004547
2021-04-16,27.1,Rain,25.0,25.0,100.0,25.0,0.1,0.0,rain,0.0,13.0,1010.0,8.0,89.0,Rain,0.984807753012208,-0.1736481776669303,27.5,24.9,25.9,31.4,24.9,27.2,24.5,91.8,3.661,8.33,rain,34.9,18.4,1009.0,91.2,8.8,142.8,12.2,Rain,0.8746197071393959,-0.484809620246337,4.060999999999996,0.9682507501166718,-0.2499809690726521,40.0,19.0,-8.799999999999997,2.6000000000000014,0.0,8.0,-0.20000000000004547
2021-04-17,23.0,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,9.4,1012.0,8.0,50.0,Cloudy,0.9396926207859083,0.3420201433256688,30.0,25.0,27.1,34.0,25.0,28.9,23.7,83.1,3.7,54.17,rain,29.5,20.5,1010.4,80.8,8.8,87.0,7.4,Rain,0.8120835268918064,-0.5835412113561174,7.760999999999997,0.9638074231367307,-0.26659942067929354,67.0,55.7,-31.900000000000006,5.0,1.0,6.700000000000003,-1.2000000000000455
2021-04-18,22.4,Rain,21.0,21.0,94.0,20.0,0.0,0.0,noprecip,0.0,5.4,1016.0,10.0,100.0,Cloudy,0.15298583628403808,0.9882283814465528,25.7,22.0,23.0,25.7,22.0,23.0,21.7,92.5,124.229,12.5,rain,23.0,18.4,1014.3,88.5,8.4,31.8,2.9,Rain,0.6946583704589973,0.7193398003386512,131.59,0.9590788900341131,-0.28313898122818354,30.80000000000001,35.19999999999999,0.0,3.6999999999999993,1.0,6.599999999999994,-0.6000000000000227
2021-04-19,26.1,Rain,22.0,22.0,100.0,22.0,0.0,0.0,noprecip,0.0,7.6,1011.0,5.0,89.0,Cloudy,0.9396926207859083,0.3420201433256688,24.9,20.5,22.4,24.9,20.5,22.4,20.3,88.1,0.893,4.17,rain,15.8,11.2,1012.8,93.5,8.7,97.2,8.5,Rain,0.8580649057236446,0.5135412520581701,128.82199999999997,0.9540665500578387,-0.2995947563972602,16.0,10.900000000000006,-8.799999999999997,4.399999999999999,0.0,7.0,-0.39999999999997726
2021-04-20,28.2,Rain,26.0,26.0,88.8,24.0,0.0,0.0,noprecip,0.0,16.6,1008.0,8.0,89.0,Cloudy,0.984807753012208,-0.1736481776669303,31.0,22.0,26.1,35.5,22.0,27.7,23.0,84.2,0.198,4.17,rain,28.8,16.6,1008.1,75.6,7.7,172.5,15.0,Rain,0.8571673007021123,-0.5150380749100543,125.31999999999998,0.9487718864399473,-0.31596187665790293,32.0,21.0,63.0,9.0,2.0,-1.0,-0.20000000000004547
2021-04-21,28.7,Rain,27.0,30.6,88.8,25.0,0.0,0.0,noprecip,0.0,16.6,1009.0,9.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,32.0,25.0,28.2,37.7,25.0,31.2,24.3,80.8,0.3,12.5,rain,29.2,24.1,1007.4,69.3,9.5,210.4,18.2,Rain,0.7581343361976525,-0.652098403830392,1.3909999999999858,0.9431964659565866,-0.33223549871590435,18.0,10.699999999999989,-0.7999999999999972,7.0,2.0,0.0,0.20000000000004547
2021-04-22,28.4,Rain,27.0,31.2,94.3,26.0,0.0,0.0,noprecip,0.0,13.0,1009.0,9.0,27.5,Cloudy,0.6427876096865395,-0.7660444431189779,32.3,26.0,28.7,39.4,26.0,32.9,24.6,79.8,1.2,20.83,rain,36.7,24.1,1008.2,73.3,10.1,188.6,16.2,Rain,0.7443115462311539,-0.6678325554710468,1.6979999999999857,0.9373419384643772,-0.3484108069446808,2.0,8.099999999999994,-62.5,6.299999999999997,1.0,6.299999999999997,-0.7999999999999545
2021-04-23,27.8,Rain,26.0,26.0,94.2,25.0,0.0,0.0,noprecip,0.0,13.0,1008.0,9.0,89.0,Cloudy,0.984807753012208,-0.1736481776669303,32.0,26.7,28.4,38.3,29.6,32.9,24.8,81.7,0.7,20.83,rain,33.8,22.3,1007.7,75.9,10.0,190.7,16.6,Rain,0.777145961456971,-0.6293203910498373,2.199999999999986,0.9312100364121947,-0.3644830148102912,42.0,29.0,7.200000000000003,5.300000000000001,1.0,5.400000000000006,-0.39999999999997726
2021-04-24,28.2,Rain,27.0,31.2,94.3,26.0,0.0,0.0,noprecip,0.0,16.6,1005.0,6.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,31.0,26.0,27.8,39.1,26.0,31.9,25.5,87.7,0.202,4.17,rain,37.1,22.3,1005.7,89.4,9.8,199.0,17.1,Rain,0.8181497174250237,-0.5750052520432782,2.1019999999999857,0.9248025743285089,-0.38044736628785164,4.0,5.099999999999994,23.099999999999994,5.0,1.0,4.3999999999999915,-1.2000000000000455
2021-04-25,26.9,Rain,27.0,31.2,94.3,26.0,0.0,0.0,noprecip,0.0,16.6,1008.0,8.0,89.0,Cloudy,0.9396926207859084,-0.3420201433256687,30.9,26.0,28.2,38.8,26.0,33.9,26.1,88.5,0.2,8.33,rain,31.0,20.5,1005.6,90.6,9.1,202.1,17.3,Rain,0.8633955506067718,-0.5045276238150191,1.1019999999999857,0.9181214482844365,-0.39629913726891813,16.0,10.300000000000011,-8.799999999999997,4.899999999999999,1.0,4.599999999999994,0.20000000000004547
2021-04-26,23.8,Rain,26.0,26.0,100.0,26.0,0.0,0.0,noprecip,0.0,9.4,1010.0,5.0,50.0,Cloudy,1.0,6.123233995736766e-17,29.0,25.0,26.9,36.8,25.0,30.2,26.1,95.3,1.516,12.5,rain,31.3,16.6,1008.2,94.7,7.0,108.2,9.3,Rain,0.9759167619387474,-0.21814324139654234,1.9179999999999857,0.9111686353326631,-0.41203363695942635,46.0,12.599999999999994,-50.0,4.0,0.0,7.900000000000006,-0.5
2021-04-27,24.2,Rain,22.0,22.0,88.4,20.0,0.0,0.0,noprecip,0.0,11.2,1013.0,10.0,100.0,Cloudy,0.49999999999999994,0.8660254037844387,26.5,21.0,23.8,26.5,21.0,23.8,22.7,93.6,41.852,16.67,rain,48.2,14.8,1010.3,84.0,8.2,36.1,3.0,Rain,0.9731788727770883,0.23004973718810445,43.567999999999984,0.9039461929224011,-0.42764620926777464,26.0,46.69999999999999,2.200000000000003,5.5,2.0,1.8000000000000114,-1.1000000000000227
2021-04-28,23.2,Rain,23.0,23.0,88.5,21.0,0.0,0.0,noprecip,0.0,11.2,1015.0,9.0,100.0,Cloudy,0.8660254037844386,0.5000000000000001,27.3,21.0,24.2,29.4,21.0,24.5,20.8,82.0,0.6,4.17,rain,25.6,11.2,1013.1,93.0,10.0,65.7,5.7,Rain,0.7912235329674899,0.6115270401858314,43.96799999999998,0.8964562582905575,-0.44313223418263453,105.0,7.699999999999989,10.099999999999994,6.300000000000001,2.0,2.200000000000003,0.0
2021-04-29,24.1,Rain,22.0,22.0,83.1,19.0,0.0,0.0,noprecip,0.0,14.8,1018.0,10.0,100.0,Cloudy,-0.3420201433256686,0.9396926207859084,25.9,21.9,23.2,25.9,21.9,23.2,20.5,84.9,5.937,8.33,rain,37.1,20.5,1015.0,94.5,9.6,145.9,12.6,Rain,0.421035813367491,0.907044014291465,48.38899999999998,0.8887010478292915,-0.45848712914008766,80.0,44.89999999999998,0.0,4.0,3.0,-0.9000000000000057,0.7999999999999545
2021-04-30,25.3,Rain,22.0,22.0,94.1,21.0,0.0,0.0,noprecip,0.0,11.2,1014.0,9.0,0.0,Clear,0.984807753012208,-0.1736481776669303,28.8,20.0,24.1,29.0,20.0,24.2,17.7,69.7,0.331,8.33,rain,22.7,14.8,1015.4,77.1,10.0,159.2,13.7,Rain,-0.3794561595290051,0.9252097183857821,6.867999999999986,0.8806828564301475,-0.47370635037968,38.0,122.30000000000001,-90.0,8.8,1.0,18.39999999999999,-0.6000000000000227
2021-05-01,25.5,Rain,24.0,24.0,88.6,22.0,0.0,0.0,noprecip,0.0,11.2,1012.0,10.0,87.6,Cloudy,1.0,6.123233995736766e-17,30.0,21.0,25.3,31.8,21.0,25.9,20.2,75.4,0.4,4.17,rain,24.1,20.5,1011.8,34.5,8.4,265.5,22.7,Rain,0.9092361090470686,-0.41628079226040104,6.667999999999986,0.8724040568049612,-0.48878539428899265,42.0,24.599999999999994,57.599999999999994,9.0,2.0,4.0,-0.20000000000004547
2021-05-02,27.6,Rain,25.0,25.0,94.2,24.0,0.0,0.0,noprecip,0.0,11.2,1012.0,6.0,89.0,Cloudy,0.984807753012208,-0.1736481776669303,29.0,23.0,25.5,32.0,23.0,26.5,22.6,84.3,0.12,8.33,rain,21.2,14.8,1011.5,68.9,8.6,166.7,14.3,Rain,0.8660254037844387,-0.4999999999999998,0.8509999999999858,0.8638670987837349,-0.503719798736334,40.0,20.0,-0.9000000000000057,6.0,1.0,3.5,-0.6000000000000227
2021-05-03,29.1,Rain,27.0,31.2,94.3,26.0,0.0,0.0,noprecip,0.0,14.8,1009.0,7.0,89.0,Cloudy,0.8660254037844387,-0.4999999999999998,32.0,24.7,27.6,37.8,24.7,30.3,24.3,83.6,3.983,12.5,rain,30.2,20.5,1009.7,68.1,7.8,194.6,16.8,Rain,0.8290375725550417,-0.5591929034707467,4.502999999999986,0.8550745085896932,-0.518505144391157,20.0,4.0,39.1,7.300000000000001,1.0,5.5,-1.0
2021-05-04,29.3,Rain,27.0,30.6,88.8,25.0,0.0,0.0,noprecip,0.0,16.6,1008.0,10.0,50.0,Cloudy,0.766044443118978,-0.6427876096865394,33.2,26.7,29.1,40.0,26.7,33.9,24.9,79.4,0.8,12.5,rain,33.8,24.1,1007.2,75.4,9.9,241.7,20.8,Rain,0.6427876096865395,-0.7660444431189779,4.902999999999985,0.8460288880917339,-0.533137056031809,10.0,10.0,-7.899999999999999,6.5000000000000036,2.0,1.0,0.39999999999997726
2021-05-05,24.7,Rain,27.0,31.2,94.3,26.0,0.0,0.0,noprecip,0.0,13.0,1010.0,8.0,50.0,Cloudy,0.984807753012208,0.17364817766693041,34.0,26.0,29.3,39.4,26.0,33.0,24.3,76.3,3.7,4.17,rain,26.3,24.1,1007.3,59.4,10.0,241.7,20.9,Rain,0.8763066800438637,-0.48175367410171505,8.482999999999986,0.8367329140344921,-0.5476112038402312,59.0,38.80000000000001,-31.799999999999997,8.0,1.0,7.700000000000003,0.20000000000004547
2021-05-06,26.8,Rain,23.0,23.0,100.0,23.0,0.0,0.0,noprecip,0.0,5.4,1013.0,7.0,27.5,Cloudy,-0.8660254037844386,0.5000000000000001,27.5,22.5,24.7,32.2,22.5,25.8,23.3,91.9,42.507,8.33,rain,30.2,22.3,1011.4,83.8,9.2,53.1,4.6,Rain,0.9874138067509114,0.1581580672544835,47.006999999999984,0.8271893372462497,-0.5619233046832195,142.0,140.89999999999998,-57.8,5.0,0.0,6.799999999999997,0.2999999999999545
2021-05-07,28.0,Cloudy,26.0,26.0,94.2,25.0,0.0,0.0,noprecip,0.0,13.0,1013.0,5.0,0.0,Clear,0.9396926207859084,-0.3420201433256687,32.1,22.9,26.8,36.6,22.9,28.4,22.4,79.1,0.298,4.17,rain,27.0,16.6,1012.7,59.1,9.1,202.1,17.5,Rain,0.6197790317951404,-0.7847763705330828,46.50499999999999,0.8174009818249189,-0.5760691233798758,24.0,31.69999999999999,-8.9,9.200000000000003,1.0,4.5,0.2999999999999545
2021-05-08,27.9,Cloudy,26.0,26.0,94.2,25.0,0.0,0.0,noprecip,0.0,9.4,1010.0,10.0,6.9,Clear,0.8660254037844387,-0.4999999999999998,32.0,25.0,28.0,36.8,25.0,30.7,24.1,80.7,0.0,0.0,noprecip,28.1,16.6,1011.5,53.6,8.3,228.2,19.8,Cloudy,0.7443115462311539,-0.6678325554710468,42.804999999999986,0.8073707443023492,-0.5900444739548627,18.0,11.900000000000006,-8.5,7.0,1.0,6.5,-1.0
2021-05-09,29.0,Rain,27.0,30.6,88.8,25.0,0.0,0.0,noprecip,0.0,11.2,1008.0,10.0,89.0,Cloudy,1.0,6.123233995736766e-17,31.0,25.0,27.9,39.1,25.0,31.7,25.2,85.6,0.0,0.0,noprecip,24.5,16.6,1008.6,64.9,8.6,216.7,18.6,Cloudy,0.8925858184521256,-0.4508775406894305,0.2979999999999858,0.7971015927871943,-0.6038452208771035,48.0,26.80000000000001,-1.0,6.0,2.0,2.799999999999997,-0.20000000000004547
2021-05-10,30.1,Rain,28.0,33.6,88.9,26.0,0.0,0.0,noprecip,0.0,14.8,1005.0,10.0,89.0,Cloudy,0.766044443118978,-0.6427876096865394,33.0,26.0,29.0,42.3,26.0,33.8,25.5,82.6,0.3,8.33,rain,28.4,20.5,1006.5,68.9,9.8,226.7,19.5,Rain,0.8788171126619654,-0.47715876025960846,0.2999999999999858,0.7865965660866021,-0.6174672802835514,2.0,11.5,79.0,7.0,2.0,-1.8999999999999915,-0.6000000000000227
2021-05-11,29.3,Rain,28.0,34.5,94.3,27.0,0.0,0.0,noprecip,0.0,14.8,1006.0,8.0,0.0,Clear,0.984807753012208,0.17364817766693041,35.0,26.0,30.1,43.8,26.0,36.2,25.5,78.6,0.1,4.17,rain,29.5,25.9,1004.8,50.7,10.4,282.8,24.5,Rain,0.8367643134589615,-0.5475632234925505,0.3999999999999858,0.7758587728069828,-0.6309066211876704,58.0,43.19999999999999,-81.9,9.0,1.0,5.299999999999997,0.39999999999997726
2021-05-12,29.3,Rain,25.0,25.0,88.7,23.0,0.0,0.0,noprecip,0.0,9.4,1005.0,10.0,31.5,Cloudy,1.0,6.123233995736766e-17,36.0,24.9,29.3,43.3,24.9,34.2,25.0,79.3,24.736,4.17,rain,27.4,27.7,1004.2,52.8,9.2,290.6,25.1,Rain,0.8910065241883679,-0.4539904997395467,25.135999999999985,0.7648913904341226,-0.6441592666722685,49.0,27.0,1.5,11.100000000000001,2.0,2.1000000000000085,-0.5
2021-05-13,27.4,Rain,28.0,34.5,94.3,27.0,0.0,0.0,noprecip,0.0,14.8,1004.0,7.0,50.0,Cloudy,0.8660254037844387,-0.4999999999999998,34.1,25.0,29.3,43.8,25.0,35.3,25.7,81.8,2.37,4.17,rain,30.6,20.5,1003.9,48.0,9.5,274.8,23.6,Rain,0.9390942520947092,-0.34365969458561596,27.205999999999985,0.753697664392914,-0.6572212950663319,14.0,9.900000000000006,-31.799999999999997,9.100000000000001,1.0,6.5,-0.39999999999997726
2021-05-14,29.2,Rain,26.0,26.0,88.8,24.0,0.0,0.0,noprecip,0.0,14.8,1006.0,10.0,79.3,Cloudy,0.984807753012208,-0.1736481776669303,32.6,24.0,27.4,42.4,24.0,31.2,25.3,88.5,6.827,8.33,rain,28.8,23.2,1005.0,81.0,9.4,259.7,22.5,Rain,0.9957246981845821,-0.09237058744656132,33.932999999999986,0.742280907086982,-0.6700888411055113,34.0,4.699999999999989,-10.700000000000003,8.600000000000001,2.0,1.2000000000000028,-0.5
2021-05-15,30.0,Rain,28.0,34.5,94.3,27.0,0.0,0.0,noprecip,0.0,13.0,1006.0,10.0,50.0,Cloudy,0.9396926207859084,-0.3420201433256687,34.0,25.0,29.2,41.9,25.0,33.9,24.9,79.2,0.131,4.17,rain,38.5,24.1,1004.7,41.9,9.4,262.7,22.6,Rain,0.7384553406258838,-0.6743023875837234,9.327999999999985,0.7306444969184916,-0.6827580970759147,28.0,22.400000000000006,20.5,9.0,1.0,7.599999999999994,-0.10000000000002274
2021-05-16,30.4,Rain,28.7,35.1,86.38,26.2,0.0,0.0,noprecip,28.8,13.3,1004.0,0.0,14.9,Clear,0.39874906892524653,-0.9170600743851239,34.0,27.7,30.0,42.1,33.0,37.3,26.2,81.2,0.099,4.17,rain,31.7,24.1,1005.0,66.0,10.4,270.5,23.5,Rain,0.7443115462311539,-0.6678325554710468,7.056999999999986,0.7187918772884232,-0.6952253139408722,62.5,24.599999999999994,-70.39999999999999,6.300000000000001,2.5,-3.4200000000000017,-1.3999999999999773
2021-05-17,29.9,Rain,28.0,34.5,94.3,27.0,0.0,0.0,noprecip,0.0,9.4,1007.0,8.0,0.0,Clear,1.0,6.123233995736766e-17,35.0,27.0,30.4,43.7,31.2,37.6,26.0,78.4,0.198,4.17,rain,34.6,22.3,1005.1,66.7,10.0,270.0,23.2,Rain,0.8580649057236445,-0.5135412520581703,0.42799999999998584,0.7067265555776158,-0.7074868024503348,6.0,30.900000000000006,-85.3,8.0,1.0,8.599999999999994,0.0
2021-05-18,30.1,Rain,29.0,36.8,89.0,27.0,0.0,0.0,noprecip,0.0,14.8,1007.0,10.0,100.0,Cloudy,0.766044443118978,-0.6427876096865394,34.0,27.0,29.9,42.7,31.2,37.1,26.2,81.7,0.79,4.17,rain,34.9,20.5,1006.4,68.5,9.8,213.5,18.6,Rain,0.8367643134589615,-0.5475632234925505,1.086999999999986,0.6944521021088763,-0.719538934232584,34.0,6.800000000000011,58.0,7.0,2.0,1.7000000000000028,0.0
